kode,kategori,nama
6209062002,Kelurahan,Wonorejo
6209062003,Kelurahan,Mekar Mulya
6209062004,Kelurahan,Jangkar Prima
6209062005,Kelurahan,Purwareja
6209062006,Kelurahan,Tri Tunggal
6209062007,Kelurahan,Batu Hambawang
6209062008,Kelurahan,Rimba Jaya
620907,Kecamatan,Belantikan Raya
6209072001,Kelurahan,Nanga Belantikan
6209072002,Kelurahan,Sungai Buluh
6209072003,Kelurahan,Tangga Batu
6209072004,Kelurahan,Belibi
6209072005,Kelurahan,Bayat
6209072006,Kelurahan,Karang Besi
6209072007,Kelurahan,Benuatan
6209072008,Kelurahan,Kahingai
6209072009,Kelurahan,Nanga Matu
6209072010,Kelurahan,Bintang Mangalih
6209072011,Kelurahan,Petarikan
6209072012,Kelurahan,Sumber Cahaya
620908,Kecamatan,Batang Kawa
6209082001,Kelurahan,Batu Tambun
6209082002,Kelurahan,Kinipan
6209082003,Kelurahan,Ginih
6209082004,Kelurahan,Benakitan
6209082005,Kelurahan,Liku
6209082006,Kelurahan,Mengkalang
6209082007,Kelurahan,Karang Mas
6209082008,Kelurahan,Kina
6209082009,Kelurahan,Jamuat
6210,Kota Kabupaten,Kab. Pulang Pisau
621001,Kecamatan,Sepang Simin
6210011001,Kelurahan,Sepang Simin
6210012002,Kelurahan,Sepang Kota
6210012003,Kelurahan,Tewai Baru
6210012004,Kelurahan,Tanjung Karitak
6210012011,Kelurahan,Pamatang Limau
6210012012,Kelurahan,Tampelas
6210012014,Kelurahan,Rabauh
621002,Kecamatan,Kurun
6210021001,Kelurahan,Tampang Tumbang Anjir
6210021012,Kelurahan,Kurun
6210022002,Kelurahan,Petak Bahandang
6210022003,Kelurahan,Tanjung Riu
6210022004,Kelurahan,Teluk Nyatu
6210022005,Kelurahan,Tumbang Lampahung
6210022006,Kelurahan,Tewang Pajangan
6210022007,Kelurahan,Tumbang Tariak
6210022008,Kelurahan,Tumbang Miwan
6210022009,Kelurahan,Hurung Bunut
6210022010,Kelurahan,Tumbang Hakau
6210022011,Kelurahan,Pilang Munduk
6210022013,Kelurahan,Tumbang Manyangan
6210022014,Kelurahan,Penda Pilang
6210022015,Kelurahan,Tumbang Tambirah
621003,Kecamatan,Tewah
6210031005,Kelurahan,Tewah
6210032001,Kelurahan,Sare Rangan
6210032002,Kelurahan,Tumbang Pajangei
6210032003,Kelurahan,Kasintu
6210032004,Kelurahan,Batu Nyiwuh
6210032006,Kelurahan,Tumbang Habaon
6210032007,Kelurahan,Sei Riang
6210032008,Kelurahan,Sandung Tambun
6210032009,Kelurahan,Tanjung Untung
6210032010,Kelurahan,Upon Batu
6210032011,Kelurahan,Sumur Mas
6210032012,Kelurahan,Batu Nyapau
6210032013,Kelurahan,Taja Urap
6210032014,Kelurahan,Teluk Lawah
6210032015,Kelurahan,Karason Raya
6210032016,Kelurahan,Rangan Mihing
621004,Kecamatan,Kahayan Hulu Utara
6210041001,Kelurahan,Tumbang Miri
6210042002,Kelurahan,Batu Tangkui
6210042005,Kelurahan,Penda Rangas
6210042006,Kelurahan,Tumbang Sian
6210042008,Kelurahan,Tumbang Pasangon
6210042012,Kelurahan,Tumbang Korik
6210042014,Kelurahan,Tumbang Ponyoi
6210042019,Kelurahan,Dandang
6210042020,Kelurahan,Tumbang Hamputung
6210042021,Kelurahan,Tumbang Tajungan
6210042028,Kelurahan,Tumbang Takaoi
6210042029,Kelurahan,Teluk Kanduri
621005,Kecamatan,Rungan
6210051021,Kelurahan,Jakatan Raya
6210052001,Kelurahan,Tumbang Jutuh
6210052002,Kelurahan,Tumbang Baringei
6210052009,Kelurahan,Tumbang Malahoi
6210052014,Kelurahan,Tumbang Bunut
6210052015,Kelurahan,Tumbang Kajuei
6210052016,Kelurahan,Luwuk Kantor
6210052017,Kelurahan,Luwuk Langkuas
6210052018,Kelurahan,Talangkah
6210052019,Kelurahan,Parempei
6210052020,Kelurahan,Linau
6210052022,Kelurahan,Bereng Baru
6210052023,Kelurahan,Bereng Malaka
6210052027,Kelurahan,Karya Bhakti
621006,Kecamatan,Manuhing
6210061001,Kelurahan,Tumbang Talaken
6210062002,Kelurahan,Tumbang Sepan
6210062003,Kelurahan,Tangki Dahuyan
6210062004,Kelurahan,Bereng Balawan
6210062005,Kelurahan,Bereng Jun
6210062006,Kelurahan,Takaras
6210062012,Kelurahan,Belawan Mulya
6210062013,Kelurahan,Taringen
6210062014,Kelurahan,Bangun Sari
6210062015,Kelurahan,Fajar Harapan
6210062017,Kelurahan,Guhung
6210062018,Kelurahan,Tumbang Jalemu
621007,Kecamatan,Mihing Raya
6210071005,Kelurahan,Kampuri
6210072001,Kelurahan,Tuyun
6210072002,Kelurahan,Tumbang Empas
6210072003,Kelurahan,Rangan Tate
6210072004,Kelurahan,Dahian Tambuk
6210072006,Kelurahan,Tumbang Danau
621008,Kecamatan,Damang Batu
6210081008,Kelurahan,Tumbang Marikoi
6210082001,Kelurahan,Lawang Kanji
6210082002,Kelurahan,Tumbang Mahuroi
6210082003,Kelurahan,Karetau Rambangun
6210082004,Kelurahan,Karetau Sarian
6210082005,Kelurahan,Tumbang Posu
6210082006,Kelurahan,Tumbang Maraya
6210082007,Kelurahan,Tumbang Anoi
621009,Kecamatan,Miri Manasa
6210091003,Kelurahan,Tumbang Napoi
6210092001,Kelurahan,Tumbang Siruk
6210092002,Kelurahan,Mangkuhung
6210092004,Kelurahan,Tumbang Masukih
6210092005,Kelurahan,Rangan Hiran
6210092006,Kelurahan,Harowo
6210092007,Kelurahan,Tumbang Manyoi
6210092008,Kelurahan,Tumbang Lapan
6210092009,Kelurahan,Buntoi
6210092010,Kelurahan,Tumbang Koroi
6210092011,Kelurahan,Tumbang Hatung
621010,Kecamatan,Rungan Hulu
6210101004,Kelurahan,Tumbang Rahuyan
6210102001,Kelurahan,Jangkit
6210102002,Kelurahan,Tumbang Lapan
6210102003,Kelurahan,Batu Puter
6210102005,Kelurahan,Sei Antai
6210102006,Kelurahan,Hantapang
6210102007,Kelurahan,Sangal
6210102008,Kelurahan,Tumbang Tuwe
6210102012,Kelurahan,Tumbang Mujai
621011,Kecamatan,Manuhing Raya
6210111005,Kelurahan,Tehang
6210112002,Kelurahan,Tumbang Samui
6210112003,Kelurahan,Tumbang Oroi
6210112004,Kelurahan,Luwuk Tukau
6210112006,Kelurahan,Putat Durei
6210112007,Kelurahan,Tumbang Mantuhe
621012,Kecamatan,Rungan Barat
6210121006,Kelurahan,Rabambang
6210122001,Kelurahan,Hujung Pata
6210122002,Kelurahan,Tumbang Jalemu Kajuei
6210122003,Kelurahan,Jalemu Raya
6210122004,Kelurahan,Jalemu Masulan
6210122005,Kelurahan,Mangkawuk
6210122007,Kelurahan,Tajah Antang Raya
6210122008,Kelurahan,Tumbang Kuayan
6210122009,Kelurahan,Tumbang Langgah
6210122010,Kelurahan,Tusang Raya
6210122011,Kelurahan,Tumbang Bahanei
6211,Kota Kabupaten,Kab. Gunung Mas
621101,Kecamatan,Pandih Batu
6211012001,Kelurahan,Dandang
6211012002,Kelurahan,Talio
6211012003,Kelurahan,Pangkoh Hilir
6211012004,Kelurahan,Pangkoh Hulu
6211012005,Kelurahan,Kantan Muara
6211012006,Kelurahan,Talio Muara
6211012007,Kelurahan,Talio Hulu
6211012008,Kelurahan,Pangkoh Sari
6211012009,Kelurahan,Sanggang
6211012010,Kelurahan,Pantik
6211012011,Kelurahan,Belanti Siam
6211012012,Kelurahan,Gadabung
6211012013,Kelurahan,Mulyasari
6211012014,Kelurahan,Kantan Dalam
6211012015,Kelurahan,Kantan Atas
6211012016,Kelurahan,Karya Bersama
621102,Kecamatan,Kahayan Kuala
6211021018,Kelurahan,Bahaur Basantan
6211022001,Kelurahan,Cemantan
6211022002,Kelurahan,Papuyu II Sei. Barunai
6211022003,Kelurahan,Kiapak
6211022005,Kelurahan,Papuyu I Sei. Pasanan
6211022006,Kelurahan,Sei. Rungun
6211022007,Kelurahan,Bahaur Hilir
6211022008,Kelurahan,Bahaur Tengah
6211022009,Kelurahan,Bahaur Hulu
6211022014,Kelurahan,Papuyu III Sei. Pudak
6211022015,Kelurahan,Tanjung Perawan
6211022016,Kelurahan,Bahaur Hulu Permai
6211022017,Kelurahan,Bahaur Batu Raya
621103,Kecamatan,Kahayan Tengah
6211032001,Kelurahan,Tanjung Sangalang
6211032002,Kelurahan,Penda Barania
6211032003,Kelurahan,Bukit Rawi
6211032004,Kelurahan,Tuwung
6211032005,Kelurahan,Sigi
6211032006,Kelurahan,Petuk Liti
6211032007,Kelurahan,Bukit Liti
6211032008,Kelurahan,Bahu Palawa
6211032009,Kelurahan,Pamarunan
6211032010,Kelurahan,Balukon
6211032011,Kelurahan,Bukit Bamba
6211032012,Kelurahan,Tahawa
6211032013,Kelurahan,Parahangan
6211032014,Kelurahan,Bereng Rambang
621104,Kecamatan,Banama Tingang
6211042001,Kelurahan,Manen Paduran
6211042002,Kelurahan,Manen Kaleka
6211042003,Kelurahan,Lawang Uru
6211042004,Kelurahan,Hurung
6211042005,Kelurahan,Hanua
6211042006,Kelurahan,Ramang
6211042007,Kelurahan,Tambak
6211042008,Kelurahan,Pahawan
6211042009,Kelurahan,Goha
6211042010,Kelurahan,Bawan
6211042011,Kelurahan,Tumbang Tarusan
6211042012,Kelurahan,Pandawei
6211042013,Kelurahan,Pangi
6211042014,Kelurahan,Tangkahen
6211042015,Kelurahan,Kasali Baru
621105,Kecamatan,Kahayan Hilir
6211051005,Kelurahan,Kahayan Hilir
6211051015,Kelurahan,Kalawa
6211051016,Kelurahan,Bereng
6211052001,Kelurahan,Buntoi
6211052002,Kelurahan,Mintin
6211052003,Kelurahan,Mantaren I
6211052004,Kelurahan,Anjir Pulang Pisau
6211052006,Kelurahan,Gohong
6211052014,Kelurahan,Mantaren II
6211052017,Kelurahan,Hanjak Maju
621106,Kecamatan,Maliku
6211062001,Kelurahan,Tahai Jaya
6211062002,Kelurahan,Purwodadi
6211062003,Kelurahan,Wono Agung
6211062004,Kelurahan,Kanamit Barat
6211062005,Kelurahan,Sei Baru Tewu
6211062006,Kelurahan,Kanamit
6211062007,Kelurahan,Garantung
6211062008,Kelurahan,Gandang
6211062009,Kelurahan,Badirih
6211062010,Kelurahan,Tahai Baru
6211062011,Kelurahan,Maliku Baru
6211062012,Kelurahan,Sidodadi
6211062013,Kelurahan,Kanamit Jaya
6211062014,Kelurahan,Gandang Barat
6211062015,Kelurahan,Maliku Mulia
621107,Kecamatan,Jabiren
6211072001,Kelurahan,Garung
6211072002,Kelurahan,Henda
6211072003,Kelurahan,Simpur
6211072004,Kelurahan,Sakakajang
6211072005,Kelurahan,Jabiren
6211072006,Kelurahan,Pilang
6211072007,Kelurahan,Tumbang Nusa
6211072008,Kelurahan,Tanjung Taruna
621108,Kecamatan,Sebangau Kuala
6211082001,Kelurahan,Paduran Sebangau
6211082002,Kelurahan,Paduran Mulya
6211082003,Kelurahan,Sebangau Mulya
6211082004,Kelurahan,Sebangau Permai
6211082005,Kelurahan,Mekar Jaya
6211082006,Kelurahan,Sebangau Jaya
6211082007,Kelurahan,Sei Hambawang
6211082008,Kelurahan,Sei Bakau
6212,Kota Kabupaten,Kab. Murung Raya
621201,Kecamatan,Murung
6212011012,Kelurahan,Puruk Cahu
6212011013,Kelurahan,Beriwit
6212012001,Kelurahan,Dirung
6212012002,Kelurahan,Malasan
6212012003,Kelurahan,Batu Putih
6212012004,Kelurahan,Mangkahui
6212012005,Kelurahan,Panu'ut
6212012006,Kelurahan,Muara Untu
6212012007,Kelurahan,Muara Ja'an
6212012008,Kelurahan,Bahitom
6212012009,Kelurahan,Danau Usung
6212012010,Kelurahan,Juking Pajang
6212012011,Kelurahan,Muara Sumpoi
6212012014,Kelurahan,Muara Bumban
6212012015,Kelurahan,Penyang
621202,Kecamatan,Tanah Siang
6212021014,Kelurahan,Saripoi
6212022007,Kelurahan,Sungai Lunuk
6212022008,Kelurahan,Konut
6212022009,Kelurahan,Belawan
6212022010,Kelurahan,Mangkolisoi
6212022011,Kelurahan,Kalang Kaluh
6212022012,Kelurahan,Mantiat Pari
6212022013,Kelurahan,Olung Ulu
6212022015,Kelurahan,Puruk Batu
6212022016,Kelurahan,Olung Siron
6212022017,Kelurahan,Tino Talih
6212022018,Kelurahan,Olung Nango
6212022019,Kelurahan,Mahanyan
6212022020,Kelurahan,Dirung Bakung
6212022021,Kelurahan,Tabulang
6212022022,Kelurahan,Cangkang
6212022023,Kelurahan,Olung Dojou
6212022024,Kelurahan,Doan Arung
6212022025,Kelurahan,Muwun
6212022026,Kelurahan,Nono Kliwon
6212022027,Kelurahan,Kolam
6212022028,Kelurahan,Saruhung
6212022029,Kelurahan,Olung Soloi
6212022030,Kelurahan,Tokung
6212022031,Kelurahan,Olung Balo
6212022032,Kelurahan,Karali
6212022033,Kelurahan,Osom Tompok
621203,Kecamatan,Laung Tuhup
6212031003,Kelurahan,Muara Laung I
6212031006,Kelurahan,Muara Tuhup
6212031031,Kelurahan,Batu Bua I
6212032001,Kelurahan,Batu Tuhup
6212032002,Kelurahan,Tumbang Bahan
6212032004,Kelurahan,Muara Laung II
6212032005,Kelurahan,Beras Balange
6212032010,Kelurahan,Pelaci
6212032011,Kelurahan,Biha
6212032012,Kelurahan,Dirung Pundu
6212032013,Kelurahan,Dirung Pinang
6212032014,Kelurahan,Muara Tupuh
6212032015,Kelurahan,Narui
6212032016,Kelurahan,Tumbang Bana
6212032017,Kelurahan,Lakutan
6212032018,Kelurahan,Tawai Haui
6212032026,Kelurahan,Penda Siron
6212032027,Kelurahan,Muara Maruwei I
6212032028,Kelurahan,Muara Maruwei II
6212032029,Kelurahan,Beralang
6212032030,Kelurahan,Kalang Dohong
6212032032,Kelurahan,Batu Bua II
6212032033,Kelurahan,Tahujan Laung
6212032034,Kelurahan,Tumbang Bondang
6212032035,Kelurahan,Tumbang Tonduk
6212032037,Kelurahan,Batu Karang
621204,Kecamatan,Permata Intan
6212041004,Kelurahan,Muara Bakanon
6212041006,Kelurahan,Tumbang Lahung
6212042001,Kelurahan,Sungai Gula
6212042002,Kelurahan,Sungai Batang
6212042003,Kelurahan,Tumbang Salio
6212042005,Kelurahan,Purnama
6212042007,Kelurahan,Sungai Lobang
6212042008,Kelurahan,Pantai Laga
6212042009,Kelurahan,Baratu
6212042010,Kelurahan,Juking Sopan
6212042011,Kelurahan,Muara Babuat
6212042018,Kelurahan,Sungai Bakanon
621205,Kecamatan,Sumber Barito
6212051004,Kelurahan,Tumbang Kunyi
6212052001,Kelurahan,Kalapeh Baru
6212052002,Kelurahan,Tumbang Masao
6212052003,Kelurahan,Batu Makap
6212052005,Kelurahan,Olong Liko
6212052006,Kelurahan,Teluk Jolo
6212052007,Kelurahan,Laas Baru
6212052018,Kelurahan,Tumbang Molut
6212052020,Kelurahan,Tumbang Tuan
621206,Kecamatan,Barito Tuhup Raya
6212062001,Kelurahan,Bumban Tuhup
6212062002,Kelurahan,Makunjung
6212062003,Kelurahan,Dirung Sararong
6212062004,Kelurahan,Kohong
6212062005,Kelurahan,Hingan Tokung
6212062006,Kelurahan,Liang Nyaling
6212062007,Kelurahan,Tumbang Bauh
6212062008,Kelurahan,Tumbang Masalo
6212062009,Kelurahan,Batu Tojah
6212062010,Kelurahan,Tumbang Baloi
6212062011,Kelurahan,Cinta Budiman
621207,Kecamatan,Tanah Siang Selatan
6212072001,Kelurahan,Oreng
6212072002,Kelurahan,Olung Muro
6212072003,Kelurahan,Olung Hanangan
6212072004,Kelurahan,Dirung Lingkin
6212072005,Kelurahan,Datah Kotou
6212072006,Kelurahan,Tahujan Ontu
6212072007,Kelurahan,Puruk Kambang
621208,Kecamatan,Sungai Babuat
6212082001,Kelurahan,Batu Mirau
6212082002,Kelurahan,Tambelum
6212082003,Kelurahan,Tumbang Bantian
6212082004,Kelurahan,Tumbang Saan
6212082005,Kelurahan,Tumbang Kolon
6212082006,Kelurahan,Tumbang Apat
621209,Kecamatan,Seribu Riam
6212092001,Kelurahan,Tumbang Tohan
6212092002,Kelurahan,Tumbang Naan
6212092003,Kelurahan,Muara Joloi I
6212092004,Kelurahan,Muara Joloi II
6212092005,Kelurahan,Parahau
6212092006,Kelurahan,Tumbang Jojang
6212092007,Kelurahan,Takajung
621210,Kecamatan,Uut Murung
6212102001,Kelurahan,Tumbang Tujang
6212102002,Kelurahan,Tumbang Olong I
6212102003,Kelurahan,Kalasin
6212102004,Kelurahan,Tumbang Topus
6212102005,Kelurahan,Tumbang Olong II
6213,Kota Kabupaten,Kab. Barito Timur
621301,Kecamatan,Dusun Timur
6213011012,Kelurahan,Tamiang Layang
6213012003,Kelurahan,Pulau Patai
6213012004,Kelurahan,Sarapat
6213012005,Kelurahan,Magantis
6213012006,Kelurahan,Jaar
6213012007,Kelurahan,Matabu
6213012008,Kelurahan,Dorong
6213012009,Kelurahan,Didi
6213012010,Kelurahan,Karang Langit
6213012011,Kelurahan,Haringen
6213012018,Kelurahan,Jaweten
6213012019,Kelurahan,Matarah
6213012020,Kelurahan,Maragut
6213012021,Kelurahan,Mangkarap
6213012022,Kelurahan,Gumpa
6213012023,Kelurahan,Sumur
6213012024,Kelurahan,Harara
621302,Kecamatan,Banua Lima
6213021001,Kelurahan,Pasar Panas/Taniran
6213022002,Kelurahan,Kandris
6213022003,Kelurahan,Banyu Landas
6213022004,Kelurahan,Bagok
6213022005,Kelurahan,Bamban
6213022006,Kelurahan,Tewah Pupuh
6213022007,Kelurahan,Gudang Seng
621303,Kecamatan,Patangkep Tutui
6213032001,Kelurahan,Pulau Padang
6213032002,Kelurahan,Kambitin
6213032003,Kelurahan,Ramania
6213032004,Kelurahan,Bentot
6213032005,Kelurahan,Ampari Bura
6213032006,Kelurahan,Kotam
6213032008,Kelurahan,Betang Nalong
6213032009,Kelurahan,Mawani
6213032010,Kelurahan,Jango
6213032011,Kelurahan,Lalap
621304,Kecamatan,Awang
6213042001,Kelurahan,Janah Jari
6213042002,Kelurahan,Bangkirayen
6213042003,Kelurahan,Hayaping
6213042004,Kelurahan,Tangkan
6213042005,Kelurahan,Wungkur Nanakan
6213042006,Kelurahan,Ampari
6213042007,Kelurahan,Apar Batu
6213042008,Kelurahan,Biwan
6213042009,Kelurahan,Janah Mansiwui
6213042010,Kelurahan,Danau
6213042011,Kelurahan,Pianggu
621305,Kecamatan,Dusun Tengah
6213051011,Kelurahan,Ampah Kota
6213052008,Kelurahan,Saing
6213052009,Kelurahan,Rodok
6213052010,Kelurahan,Ampah II
6213052012,Kelurahan,Putai
6213052018,Kelurahan,Netampin
6213052024,Kelurahan,Sumber Garunggung
6213052025,Kelurahan,Muara Awang
621306,Kecamatan,Pematang Karau
6213062001,Kelurahan,Muara Palantau
6213062002,Kelurahan,Ketab
6213062003,Kelurahan,Kupang Bersih
6213062004,Kelurahan,Tuyau
6213062005,Kelurahan,Pinang Tunggal
6213062006,Kelurahan,Nagaleah
6213062007,Kelurahan,Lampeong
6213062008,Kelurahan,Bararawa
6213062009,Kelurahan,Bambulung
6213062010,Kelurahan,Lebo
6213062011,Kelurahan,Muru Duyung
6213062012,Kelurahan,Tumpung Ulung
6213062013,Kelurahan,Sumber Rejo
621307,Kecamatan,Paju Epat
6213072001,Kelurahan,Juru Banu
6213072002,Kelurahan,Telang Baru
6213072003,Kelurahan,Tampu Langit
6213072004,Kelurahan,Telang
6213072005,Kelurahan,Maipe
6213072006,Kelurahan,Murutuwu
6213072007,Kelurahan,Balawa
6213072008,Kelurahan,Kali Napu
6213072009,Kelurahan,Siong
621308,Kecamatan,Raren Batuah
6213082001,Kelurahan,Puri
6213082002,Kelurahan,Lenggang
6213082003,Kelurahan,Batuah
6213082004,Kelurahan,Unsum
6213082005,Kelurahan,Baruyan
6213082006,Kelurahan,Turan Amis
6213082007,Kelurahan,Malintut
6213082008,Kelurahan,Tangkum
6213082009,Kelurahan,Sibung
621309,Kecamatan,Paku
6213092001,Kelurahan,Tampa
6213092002,Kelurahan,Kalamus
6213092003,Kelurahan,Simpang Bingkuang
6213092004,Kelurahan,Patung
6213092005,Kelurahan,Runggu Raya
6213092006,Kelurahan,Bantai Napu
6213092007,Kelurahan,Tarinsing
6213092008,Kelurahan,Paku Beto
6213092009,Kelurahan,Gandrung
6213092010,Kelurahan,Pangkan
6213092011,Kelurahan,Kupang Baru
6213092012,Kelurahan,Luau Jawuk
621310,Kecamatan,Karusen Janang
6213102001,Kelurahan,Dayu
6213102002,Kelurahan,Wuran
6213102003,Kelurahan,Ipu Mea
6213102004,Kelurahan,Lagan
6213102005,Kelurahan,Putut Tawuluh
6213102006,Kelurahan,Simpang Naneng
6213102007,Kelurahan,Kandris
6271,Kota Kabupaten,Kota Palangkaraya
627101,Kecamatan,Pahandut
6271011001,Kelurahan,Pahandut
6271011002,Kelurahan,Panarung
6271011003,Kelurahan,Langkai
6271011004,Kelurahan,Tumbang Rungan
6271011005,Kelurahan,Pahandut Seberang
6271011006,Kelurahan,Tanjung Pinang
627102,Kecamatan,Bukit Batu
6271021001,Kelurahan,Marang
6271021002,Kelurahan,Tumbang Tahai
6271021003,Kelurahan,Banturung
6271021004,Kelurahan,Tangkiling
6271021005,Kelurahan,Sei Gohong
6271021006,Kelurahan,Kanarakan
6271021007,Kelurahan,Habaring Hurung
627103,Kecamatan,Jekan Raya
6271031001,Kelurahan,Palangka
6271031002,Kelurahan,Menteng
6271031003,Kelurahan,Bukit Tunggal
6271031004,Kelurahan,Petuk Katimpun
627104,Kecamatan,Sabangau
6271041001,Kelurahan,Bereng Bengkel
6271041002,Kelurahan,Kalampangan
6271041003,Kelurahan,Kereng Bangkirai
6271041004,Kelurahan,Kameloh Baru
6271041005,Kelurahan,Danau Tundai
6271041006,Kelurahan,Sabaru
627105,Kecamatan,Rakumpit
6271051001,Kelurahan,Petuk Bukit
6271051002,Kelurahan,Panjehang
6271051003,Kelurahan,Petuk Barunai
6271051004,Kelurahan,Mungku Baru
6271051005,Kelurahan,Pager
6271051006,Kelurahan,Gaung Baru
6271051007,Kelurahan,Bukit Sua
63,Provinsi,Kalimantan Selatan
6301,Kota Kabupaten,Kab. Tanah Laut
630101,Kecamatan,Takisung
6301012001,Kelurahan,Banua lawas
6301012002,Kelurahan,Tabanio
6301012003,Kelurahan,Kuala Tambangan
6301012004,Kelurahan,Takisung
6301012005,Kelurahan,Gunung Makmur
6301012006,Kelurahan,Banua Tengah
6301012007,Kelurahan,Ranggang
6301012008,Kelurahan,Pagatan Besar
6301012009,Kelurahan,Batilai
6301012010,Kelurahan,Ranggang Dalam
6301012011,Kelurahan,Telaga langsat
6301012012,Kelurahan,Sumber Makmur
630102,Kecamatan,Jorong
6301022001,Kelurahan,Sabuhur
6301022002,Kelurahan,Jorong
6301022003,Kelurahan,Asam-Asam
6301022004,Kelurahan,Batalang
6301022005,Kelurahan,Swarangan
6301022006,Kelurahan,Muara Asam-Asam
6301022007,Kelurahan,Alur
6301022008,Kelurahan,Asri Mulya
6301022009,Kelurahan,Karang Rejo
6301022010,Kelurahan,Asam Jaya
6301022011,Kelurahan,Simpang Empat Sungai Baru
630103,Kecamatan,Pelaihari
6301031001,Kelurahan,Sarang Halang
6301031002,Kelurahan,Karang Taruna
6301031003,Kelurahan,Pelaihari
6301031004,Kelurahan,Angsau
6301031005,Kelurahan,Pabahanan
6301032006,Kelurahan,Bumi Jaya
6301032008,Kelurahan,Sungai Riam
6301032009,Kelurahan,Tampang
6301032010,Kelurahan,Telaga
6301032011,Kelurahan,Panjaratan
6301032012,Kelurahan,Atu-atu
6301032015,Kelurahan,Panggung
6301032016,Kelurahan,Tungkaran
6301032017,Kelurahan,Ujung Batu
6301032020,Kelurahan,Panggung Baru
6301032024,Kelurahan,Ambungan
6301032025,Kelurahan,Guntung Besar
6301032026,Kelurahan,Kampung Baru
6301032027,Kelurahan,Sumber Mulia
6301032029,Kelurahan,Pemuda
630104,Kecamatan,Kurau
6301042001,Kelurahan,Sungai Bakau
6301042002,Kelurahan,Maluka Baulin
6301042003,Kelurahan,Bawah Layung
6301042004,Kelurahan,Tambak Sarinah
6301042005,Kelurahan,Kali Besar
6301042006,Kelurahan,Handil Negara
6301042007,Kelurahan,Padang Luas
6301042008,Kelurahan,Kurau
6301042017,Kelurahan,Tambak Karya
6301042018,Kelurahan,Raden
6301042019,Kelurahan,Sarikandi
630105,Kecamatan,Bati Bati
6301052001,Kelurahan,Benua Raya
6301052002,Kelurahan,Bati-Bati
6301052003,Kelurahan,Ujung
6301052004,Kelurahan,Liang Anggang
6301052005,Kelurahan,Bentok Kampung
6301052006,Kelurahan,Bentok Darat
6301052007,Kelurahan,Banyu Irang
6301052008,Kelurahan,Nusa Indah
6301052009,Kelurahan,Pandahan
6301052010,Kelurahan,Padang
6301052011,Kelurahan,Ujung Baru
6301052012,Kelurahan,Sambangan
6301052013,Kelurahan,Kait-kait
6301052014,Kelurahan,Kait-kait Baru
630106,Kecamatan,Panyipatan
6301062001,Kelurahan,Batu Tungku
6301062002,Kelurahan,Panyipatan
6301062003,Kelurahan,Kandangan Baru
6301062004,Kelurahan,Kandangan Lama
6301062005,Kelurahan,Batakan
6301062006,Kelurahan,Kuringkit
6301062007,Kelurahan,Tanjung Dewa
6301062008,Kelurahan,Suka Ramah
6301062009,Kelurahan,Batu Mulya
6301062010,Kelurahan,Bumi Asih
630107,Kecamatan,Kintap
6301072001,Kelurahan,Pandan Sari
6301072002,Kelurahan,Kintap
6301072003,Kelurahan,Kintapura
6301072004,Kelurahan,Sungai Cuka
6301072005,Kelurahan,Riam Adungan
6301072006,Kelurahan,Muara Kintap
6301072007,Kelurahan,Salaman
6301072008,Kelurahan,Kintap Kecil
6301072009,Kelurahan,Pasir Putih
6301072010,Kelurahan,Sumber Jaya
6301072011,Kelurahan,Bukit Mulia
6301072012,Kelurahan,Kebun Raya
6301072013,Kelurahan,Mekar Raya
6301072014,Kelurahan,Sebamban Baru
630108,Kecamatan,Tambang Ulang
6301082001,Kelurahan,Tambang Ulang
6301082002,Kelurahan,Sungai Pinang
6301082003,Kelurahan,Martadah
6301082004,Kelurahan,Sungai Jelai
6301082005,Kelurahan,Bingkulu
6301082006,Kelurahan,Gunung Raja
6301082007,Kelurahan,Pulau Sari
6301082008,Kelurahan,Kayu Abang
6301082009,Kelurahan,Martadah Baru
630109,Kecamatan,Batu Ampar
6301092001,Kelurahan,Batu Ampar
6301092002,Kelurahan,Gunung Mas
6301092003,Kelurahan,Tajau Mulya
6301092004,Kelurahan,Jilatan
6301092005,Kelurahan,Durian Bungkuk
6301092006,Kelurahan,Ambawang
6301092007,Kelurahan,Damit
6301092008,Kelurahan,Gunung Melati
6301092009,Kelurahan,Bluru
6301092010,Kelurahan,Pantai Linuh
6301092011,Kelurahan,Damit Hulu
6301092012,Kelurahan,Jilatan Alur
6301092013,Kelurahan,Damar Lima
6301092014,Kelurahan,Tajau Pecah
630110,Kecamatan,Bajuin
6301102001,Kelurahan,Bajuin
6301102002,Kelurahan,Sungai Bakar
6301102003,Kelurahan,Ketapang
6301102004,Kelurahan,Tirta Jaya
6301102005,Kelurahan,Galam
6301102006,Kelurahan,Pemalongan
6301102007,Kelurahan,Kunyit
6301102008,Kelurahan,Tebing Siring
6301102009,Kelurahan,Tanjung
630111,Kecamatan,Bumi Makmur
6301112001,Kelurahan,Handil Babirik
6301112002,Kelurahan,Kurau Utara
6301112003,Kelurahan,Bumi Harapan
6301112004,Kelurahan,Sungai Rasau
6301112005,Kelurahan,Pantai Harapan
6301112006,Kelurahan,Handil Suruk
6301112007,Kelurahan,Handil Gayam
6301112008,Kelurahan,Handil Birayang Atas
6301112009,Kelurahan,Handil Birayang Bawah
6301112010,Kelurahan,Handil Maluka
6301112011,Kelurahan,Handil Labuan Amas
