,Kategori Wilayah,Kode Wilayah,Nama Wilayah
70142,Kelurahan,3203272007,Cikahuripan
70143,Kelurahan,3203272008,Cintaasih
70144,Kelurahan,3203282001,Cipanas
70145,Kelurahan,3203282002,Cimacan
70146,Kelurahan,3203282003,Ciloto
70147,Kelurahan,3203282004,Sindanglaya
70148,Kelurahan,3203282005,Batulawang
70149,Kelurahan,3203282006,Palasari
70150,Kelurahan,3203282007,Sindangjaya
70151,Kelurahan,3203292001,Parakantugu
70152,Kelurahan,3203292002,Cijati
70153,Kelurahan,3203292003,Bojonglarang
70154,Kelurahan,3203292004,Padaasih
70155,Kelurahan,3203292005,Cibodas
70156,Kelurahan,3203292006,Sukamahi
70157,Kelurahan,3203292007,Sukaluyu
70158,Kelurahan,3203292008,Caringin
70159,Kelurahan,3203292009,Sinarbakti
70160,Kelurahan,3203292010,Sukamaju
70161,Kelurahan,3203302001,Pusakasari
70162,Kelurahan,3203302002,Walahir
70163,Kelurahan,3203302003,Purabaya
70164,Kelurahan,3203302004,Puncakwangi
70165,Kelurahan,3203302005,Sukajaya
70166,Kelurahan,3203302006,Nagasari
70167,Kelurahan,3203302007,Sukasirna
70168,Kelurahan,3203302008,Sukamulya
70169,Kelurahan,3203302009,Sirnasari
70170,Kelurahan,3203302010,Karyamukti
70171,Kelurahan,3203302011,Mandalawangi
70172,Kelurahan,3203302012,Sindangsari
70173,Kelurahan,3203312001,Haurwangi
70174,Kelurahan,3203312002,Cihea
70175,Kelurahan,3203312003,Ramasari
70176,Kelurahan,3203312004,Mekarwangi/Sukatani
70177,Kelurahan,3203312005,Mekarwangi
70178,Kelurahan,3203312006,Kertasari
70179,Kelurahan,3203312007,Cipeuyeum
70180,Kelurahan,3203312008,Kertamukti
70181,Kelurahan,3203322001,Simpang
70182,Kelurahan,3203322002,Kalibaru
70183,Kelurahan,3203322003,Pusakajaya
70184,Kelurahan,3203322004,Kubang
70185,Kelurahan,3203322005,Girimukti
70186,Kelurahan,3203322006,Karangjaya
70187,Kelurahan,3203322007,Mekarmulya
70188,Kelurahan,3203322008,Girijaya
70189,Kelurahan,3203322009,Padamulya
70190,Kelurahan,3204052001,Cileunyi Kulon
70191,Kelurahan,3204052002,Cileunyi Wetan
70192,Kelurahan,3204052003,Cimekar
70193,Kelurahan,3204052004,Cinunuk
70194,Kelurahan,3204052005,Cibiru Hilir
70195,Kelurahan,3204052006,Cibiru Wetan
70196,Kelurahan,3204061001,Padasuka
70197,Kelurahan,3204061002,Cibeunying
70198,Kelurahan,3204062003,Cimenyan
70199,Kelurahan,3204062004,Mandalamekar
70200,Kelurahan,3204062005,Cikadut
70201,Kelurahan,3204062006,Ciburial
70202,Kelurahan,3204062007,Sindanglaya
70203,Kelurahan,3204062008,Mekarsaluyu
70204,Kelurahan,3204062009,Mekarmanik
70205,Kelurahan,3204072001,Jatiendah
70206,Kelurahan,3204072002,Cilengkrang
70207,Kelurahan,3204072003,Cipanjalu
70208,Kelurahan,3204072004,Melatiwangi
70209,Kelurahan,3204072005,Ciporeat
70210,Kelurahan,3204072006,Girimekar
70211,Kelurahan,3204082001,Lengkong
70212,Kelurahan,3204082002,Bojongsoang
70213,Kelurahan,3204082003,Buahbatu
70214,Kelurahan,3204082004,Cipagalo
70215,Kelurahan,3204082005,Bojongsari
70216,Kelurahan,3204082006,Tegalluar
70217,Kelurahan,3204091004,Sulaiman
70218,Kelurahan,3204092001,Margahayu Tengah
70219,Kelurahan,3204092002,Magahayu Selatan
70220,Kelurahan,3204092003,Sukamenak
70221,Kelurahan,3204092005,Sayati
70222,Kelurahan,3204102001,Margaasih
70223,Kelurahan,3204102002,Lagadar
70224,Kelurahan,3204102003,Nanjung
70225,Kelurahan,3204102004,Mekarrahayu
70226,Kelurahan,3204102005,Rahayu
70227,Kelurahan,3204102006,Cigondewah Hilir
70228,Kelurahan,3204112001,Sangkanhurip
70229,Kelurahan,3204112002,Katapang
70230,Kelurahan,3204112004,Gandasari
70231,Kelurahan,3204112006,Sukamukti
70232,Kelurahan,3204112007,Cilampeni
70233,Kelurahan,3204112008,Pangauban
70234,Kelurahan,3204112009,Banyusari
70235,Kelurahan,3204121001,Pasawahan
70236,Kelurahan,3204122002,Dayeuhkolot
70237,Kelurahan,3204122003,Cangkuang Wetan
70238,Kelurahan,3204122004,Cangkuang Kulon
70239,Kelurahan,3204122005,Sukapura
70240,Kelurahan,3204122006,Citeureup
70241,Kelurahan,3204132001,Kamasan
70242,Kelurahan,3204132002,Banjaran Wetan
70243,Kelurahan,3204132003,Banjaran Kulon
70244,Kelurahan,3204132005,Ciapus
70245,Kelurahan,3204132006,Sindangpanon
70246,Kelurahan,3204132007,Kiangroke
70247,Kelurahan,3204132008,Tarajusari
70248,Kelurahan,3204132012,Mekarjaya
70249,Kelurahan,3204132013,Margahurip
70250,Kelurahan,3204132016,Neglasari
70251,Kelurahan,3204132018,Pasirmulya
70252,Kelurahan,3204142001,Sukasari
70253,Kelurahan,3204142002,Bojongmanggu
70254,Kelurahan,3204142003,Rancatungku
70255,Kelurahan,3204142004,Bojongkunci
70256,Kelurahan,3204142005,Rancamulya
70257,Kelurahan,3204142006,Langonsari
70258,Kelurahan,3204152001,Pangalengan
70259,Kelurahan,3204152002,Margaluyu
70260,Kelurahan,3204152003,Warnasari
70261,Kelurahan,3204152004,Sukamanah
70262,Kelurahan,3204152005,Lamajang
70263,Kelurahan,3204152006,Margamukti
70264,Kelurahan,3204152007,Margamulya
70265,Kelurahan,3204152008,Banjarsari
70266,Kelurahan,3204152009,Sukaluyu
70267,Kelurahan,3204152010,Tribaktimulya
70268,Kelurahan,3204152011,Pulosari
70269,Kelurahan,3204152012,Wanasuka
70270,Kelurahan,3204152013,Margamekar
70271,Kelurahan,3204162001,Arjasari
70272,Kelurahan,3204162002,Lebakwangi
70273,Kelurahan,3204162003,Batukarut
70274,Kelurahan,3204162004,Ancolmekar
70275,Kelurahan,3204162005,Baros
70276,Kelurahan,3204162006,Mangunjaya
70277,Kelurahan,3204162007,Mekarjaya
70278,Kelurahan,3204162008,Pinggirsari
70279,Kelurahan,3204162009,Patrolsari
70280,Kelurahan,3204162010,Rancakole
70281,Kelurahan,3204162011,Wargaluyu
70282,Kelurahan,3204172001,Cimaung
70283,Kelurahan,3204172002,Jagabaya
70284,Kelurahan,3204172003,Pasirhuni
70285,Kelurahan,3204172004,Campakamulya
70286,Kelurahan,3204172005,Cipinang
70287,Kelurahan,3204172006,Mekarsari
70288,Kelurahan,3204172007,Sukamaju
70289,Kelurahan,3204172008,Cikalong
70290,Kelurahan,3204172009,Malasari
70291,Kelurahan,3204172010,Warjabakti
70292,Kelurahan,3204252001,Cicalengka Kulon
70293,Kelurahan,3204252002,Cicalengka Wetan
70294,Kelurahan,3204252003,Babakan Peuteuy
70295,Kelurahan,3204252004,Cikuya
70296,Kelurahan,3204252005,Dampit
70297,Kelurahan,3204252006,Margaasih
70298,Kelurahan,3204252007,Narawita
70299,Kelurahan,3204252008,Panenjoan
70300,Kelurahan,3204252009,Tanjungwangi
70301,Kelurahan,3204252010,Tenjolaya
70302,Kelurahan,3204252011,Waluya
70303,Kelurahan,3204252012,Nagrog
70304,Kelurahan,3204262001,Nagreg
70305,Kelurahan,3204262002,Bojong
70306,Kelurahan,3204262003,Ciaro
70307,Kelurahan,3204262004,Ciherang
70308,Kelurahan,3204262005,Citaman
70309,Kelurahan,3204262006,Mandalawangi
70310,Kelurahan,3204262007,Nagreg Kendan
70311,Kelurahan,3204262008,Ganjar Sabar
70312,Kelurahan,3204272001,Mandalasari
70313,Kelurahan,3204272002,Cikancung
70314,Kelurahan,3204272003,Cikasungka
70315,Kelurahan,3204272004,Cihanyir
70316,Kelurahan,3204272005,Ciluluk
70317,Kelurahan,3204272006,Hegarmanah
70318,Kelurahan,3204272007,Mekarlaksana
70319,Kelurahan,3204272008,Tanjunglaya
70320,Kelurahan,3204272009,Srirahayu
70321,Kelurahan,3204281014,Rancaekek Kencana
70322,Kelurahan,3204282001,Rancaekek Wetan
70323,Kelurahan,3204282002,Rancaekek Kulon
70324,Kelurahan,3204282003,Bojongsalam
70325,Kelurahan,3204282004,Bojongloa
70326,Kelurahan,3204282005,Jelegong
70327,Kelurahan,3204282006,Linggar
70328,Kelurahan,3204282007,Cangkuang
70329,Kelurahan,3204282008,Haurpugur
70330,Kelurahan,3204282009,Sukamanah
70331,Kelurahan,3204282010,Sukamulya
70332,Kelurahan,3204282011,Tegal Sumedang
70333,Kelurahan,3204282012,Sangiang
70334,Kelurahan,3204282013,Nanjung Mekar
70335,Kelurahan,3204292001,Ciparay
70336,Kelurahan,3204292002,Gunungleutik
70337,Kelurahan,3204292003,Mekarsari
70338,Kelurahan,3204292004,Cikoneng
70339,Kelurahan,3204292005,Ciheulang
70340,Kelurahan,3204292006,Pakutandang
70341,Kelurahan,3204292007,Sumbersari
70342,Kelurahan,3204292008,Mangunharja
70343,Kelurahan,3204292009,Sagaracipta
70344,Kelurahan,3204292010,Sarimahi
70345,Kelurahan,3204292011,Serangmekar
70346,Kelurahan,3204292012,Babakan
70347,Kelurahan,3204292013,Bumiwangi
70348,Kelurahan,3204292014,Mekarlaksana
70349,Kelurahan,3204302001,Cipeujeuh
70350,Kelurahan,3204302002,Cikitu
70351,Kelurahan,3204302003,Cananggela
70352,Kelurahan,3204302004,Maruyung
70353,Kelurahan,3204302005,Sukarame
70354,Kelurahan,3204302006,Nagrak
70355,Kelurahan,3204302007,Cikawao
70356,Kelurahan,3204302008,Mekarjaya
70357,Kelurahan,3204302009,Pangauban
70358,Kelurahan,3204302010,Mandalahaji
70359,Kelurahan,3204302011,Girimulya
70360,Kelurahan,3204302012,Tanjungwangi
70361,Kelurahan,3204302013,Mekarsari
70362,Kelurahan,3204312001,Sukapura
70363,Kelurahan,3204312002,Cibeureum
70364,Kelurahan,3204312003,Santosa
70365,Kelurahan,3204312004,Tarumajaya
70366,Kelurahan,3204312005,Neglawangi
70367,Kelurahan,3204312006,Cihawuk
70368,Kelurahan,3204312007,Cikembang
70369,Kelurahan,3204312008,Resmi Tingal
70370,Kelurahan,3204321001,Baleendah
70371,Kelurahan,3204321002,Andir
70372,Kelurahan,3204321003,Manggahang
70373,Kelurahan,3204321004,Jelekong
70374,Kelurahan,3204321008,Wargamekar
70375,Kelurahan,3204322005,Bojongmalaka
70376,Kelurahan,3204322006,Rancamanyar
70377,Kelurahan,3204322007,Malakasari
70378,Kelurahan,3204332001,Majalaya
70379,Kelurahan,3204332002,Wangisagara
70380,Kelurahan,3204332003,Biru
70381,Kelurahan,3204332004,Padamulya
70382,Kelurahan,3204332005,Bojong
70383,Kelurahan,3204332006,Majasetra
70384,Kelurahan,3204332007,Majakerta
70385,Kelurahan,3204332008,Sukamaju
70386,Kelurahan,3204332009,Padaulun
70387,Kelurahan,3204332010,Neglasari
70388,Kelurahan,3204332011,Sukamukti
70389,Kelurahan,3204342001,Rancakasumba
70390,Kelurahan,3204342002,Solokanjeruk
70391,Kelurahan,3204342003,Cibodas
70392,Kelurahan,3204342004,Panyadap
70393,Kelurahan,3204342005,Bojongemas
70394,Kelurahan,3204342006,Padamukti
70395,Kelurahan,3204342007,Langensari
70396,Kelurahan,3204352001,Cigentur
70397,Kelurahan,3204352002,Cipedes
70398,Kelurahan,3204352003,Loa
70399,Kelurahan,3204352004,Cijagra
70400,Kelurahan,3204352005,Cipaku
70401,Kelurahan,3204352006,Sindangsari
70402,Kelurahan,3204352007,Drawati
70403,Kelurahan,3204352008,Sukamanah
70404,Kelurahan,3204352009,Sukamantri
70405,Kelurahan,3204352010,Karangtunggal
70406,Kelurahan,3204352011,Mekarpawitan
70407,Kelurahan,3204352012,Tangsimekar
70408,Kelurahan,3204362001,Ibun
70409,Kelurahan,3204362002,Laksana
70410,Kelurahan,3204362003,Dukuh
70411,Kelurahan,3204362004,Talun
70412,Kelurahan,3204362005,Pangguh
70413,Kelurahan,3204362006,Lampegan
70414,Kelurahan,3204362007,Neglasari
70415,Kelurahan,3204362008,Mekarwangi
70416,Kelurahan,3204362009,Sudi
70417,Kelurahan,3204362010,Tangulun
70418,Kelurahan,3204362011,Cibeet
70419,Kelurahan,3204362012,Karyalaksana
70420,Kelurahan,3204372001,Soreang
70421,Kelurahan,3204372002,Sadu
70422,Kelurahan,3204372004,Panyirapan
70423,Kelurahan,3204372010,Sukajadi
70424,Kelurahan,3204372011,Pamekaran
70425,Kelurahan,3204372017,Karamatmulya
70426,Kelurahan,3204372018,Sukanagara
70427,Kelurahan,3204372019,Cingcin
70428,Kelurahan,3204372020,Parungserab
70429,Kelurahan,3204372021,Sekarwangi
70430,Kelurahan,3204382001,Pasirjambu
70431,Kelurahan,3204382002,Cibodas
70432,Kelurahan,3204382003,Cikoneng
70433,Kelurahan,3204382004,Cukanggenteng
70434,Kelurahan,3204382005,Cisondari
70435,Kelurahan,3204382006,Margamulya
70436,Kelurahan,3204382007,Mekarsari
70437,Kelurahan,3204382008,Mekarmaju
70438,Kelurahan,3204382009,Sugihmukti
70439,Kelurahan,3204382010,Tenjolaya
70440,Kelurahan,3204392001,Lebakmuncang
70441,Kelurahan,3204392002,Ciwidey
70442,Kelurahan,3204392003,Nengkelan
70443,Kelurahan,3204392004,Panundaan
70444,Kelurahan,3204392005,Panyocokan
70445,Kelurahan,3204392006,Rawabogo
70446,Kelurahan,3204392007,Sukawening
70447,Kelurahan,3204402001,Patengan
70448,Kelurahan,3204402002,Sukaresmi
70449,Kelurahan,3204402003,Indragiri
70450,Kelurahan,3204402004,Cipelah
70451,Kelurahan,3204402005,Alamendah
70452,Kelurahan,3204442001,Cangkuang
70453,Kelurahan,3204442002,Ciluncat
70454,Kelurahan,3204442003,Nagrak
70455,Kelurahan,3204442004,Bandasari
70456,Kelurahan,3204442005,Pananjung
70457,Kelurahan,3204442006,Jatisari
70458,Kelurahan,3204442007,Tanjungsari
70459,Kelurahan,3204462001,Jelegong
70460,Kelurahan,3204462002,Jatisari
70461,Kelurahan,3204462003,Pameuntasan
70462,Kelurahan,3204462004,Kopo
70463,Kelurahan,3204462005,Cibodas
70464,Kelurahan,3204462006,Kutawaringin
70465,Kelurahan,3204462007,Sukamulya
70466,Kelurahan,3204462008,Padasuka
70467,Kelurahan,3204462009,Buninagara
70468,Kelurahan,3204462010,Gajah Mekar
70469,Kelurahan,3204462011,Cilame
70470,Kelurahan,3205011001,Kota Kulon
70471,Kelurahan,3205011002,Kota Wetan
70472,Kelurahan,3205011003,Margawati
70473,Kelurahan,3205011004,Pakuwon
70474,Kelurahan,3205011005,Muara Sanding
70475,Kelurahan,3205011006,Sukamentri
70476,Kelurahan,3205011007,Ciwalen
70477,Kelurahan,3205011008,Paminggir
70478,Kelurahan,3205011009,Regol
70479,Kelurahan,3205011010,Sukanegla
70480,Kelurahan,3205011011,Cimuncang
70481,Kelurahan,3205021001,Suci Kaler
70482,Kelurahan,3205021002,Lebakjaya
70483,Kelurahan,3205021003,Karangmulya
70484,Kelurahan,3205021014,Lengkongjaya
70485,Kelurahan,3205022004,Karangpawitan
70486,Kelurahan,3205022005,Situgede
70487,Kelurahan,3205022006,Cimurah
70488,Kelurahan,3205022007,Suci
70489,Kelurahan,3205022008,Jatisari
70490,Kelurahan,3205022009,Godog
70491,Kelurahan,3205022010,Situsari
70492,Kelurahan,3205022011,Karangsari
70493,Kelurahan,3205022012,Sindangpalay
70494,Kelurahan,3205022013,Lebakagung
70495,Kelurahan,3205022015,Sindanggalih
70496,Kelurahan,3205022016,Mekarsari
70497,Kelurahan,3205022017,Sindanglaya
70498,Kelurahan,3205022018,Tanjungsari
70499,Kelurahan,3205022019,Situsaeur
70500,Kelurahan,3205022020,Situjaya
70501,Kelurahan,3205032001,Wanaraja
70502,Kelurahan,3205032002,Wanamekar
70503,Kelurahan,3205032003,Cinunuk
70504,Kelurahan,3205032007,Sukamenak
70505,Kelurahan,3205032008,Sindangratu
70506,Kelurahan,3205032011,Wanajaya
70507,Kelurahan,3205032015,Sindangmekar
70508,Kelurahan,3205032019,Wanasari
70509,Kelurahan,3205032024,Sindangprabu
70510,Kelurahan,3205041012,Pananjung
70511,Kelurahan,3205042001,Sukajadi
70512,Kelurahan,3205042002,Cimanganten
70513,Kelurahan,3205042003,Jati
70514,Kelurahan,3205042004,Rancabango
70515,Kelurahan,3205042005,Sukawangi
70516,Kelurahan,3205042006,Sirnajaya
70517,Kelurahan,3205042007,Tanjung Kamuning
70518,Kelurahan,3205042008,Mekarjaya
70519,Kelurahan,3205042009,Langensari
70520,Kelurahan,3205042010,Mekarwangi
70521,Kelurahan,3205042011,Pasawahan
70522,Kelurahan,3205042013,Panjiwangi
70523,Kelurahan,3205051001,Pataruman
70524,Kelurahan,3205051002,Sukagalih
70525,Kelurahan,3205051006,Jayawaras
70526,Kelurahan,3205051009,Sukakarya
70527,Kelurahan,3205051012,Sukajaya
70528,Kelurahan,3205052003,Jayaraga
70529,Kelurahan,3205052004,Haurpanggung
70530,Kelurahan,3205052005,Cibunar
70531,Kelurahan,3205052007,Sukabakti
70532,Kelurahan,3205052008,Tarogong
70533,Kelurahan,3205052010,Mekargalih
70534,Kelurahan,3205052011,Kersamenak
70535,Kelurahan,3205062001,Banyuresmi
70536,Kelurahan,3205062002,Cimareme
70537,Kelurahan,3205062003,Sukaratu
70538,Kelurahan,3205062004,Sukasenang
70539,Kelurahan,3205062005,Sukaraja
70540,Kelurahan,3205062006,Cipicung
70541,Kelurahan,3205062007,Dangdeur
70542,Kelurahan,3205062008,Sukakarya
70543,Kelurahan,3205062009,Pamekarsari
70544,Kelurahan,3205062010,Binakarya
70545,Kelurahan,3205062011,Bagendit
70546,Kelurahan,3205062012,Karyamukti
70547,Kelurahan,3205062013,Karyasari
70548,Kelurahan,3205062014,Sukamukti
70549,Kelurahan,3205062015,Sukalaksana
70550,Kelurahan,3205072001,Samarang
70551,Kelurahan,3205072002,Cintarakyat
70552,Kelurahan,3205072003,Sukarasa
70553,Kelurahan,3205072004,Parakan
70554,Kelurahan,3205072005,Sukakarya
70555,Kelurahan,3205072006,Cintakarya
70556,Kelurahan,3205072007,Tanjung Karya
70557,Kelurahan,3205072008,Cisarua
70558,Kelurahan,3205072009,Cintarasa
70559,Kelurahan,3205072010,Cintaasih
70560,Kelurahan,3205072011,Sirnasari
70561,Kelurahan,3205072012,Sukalaksana
70562,Kelurahan,3205072013,Tanjunganom
70563,Kelurahan,3205082001,Pasirwangi
70564,Kelurahan,3205082002,Pasirkiamis
70565,Kelurahan,3205082003,Padasuka
70566,Kelurahan,3205082004,Karyamekar
70567,Kelurahan,3205082005,Padawaas
70568,Kelurahan,3205082006,Padaasih
70569,Kelurahan,3205082007,Barusari
70570,Kelurahan,3205082008,Talaga
70571,Kelurahan,3205082009,Padamukti
70572,Kelurahan,3205082010,Sinarjaya
70573,Kelurahan,3205082011,Sarimukti
70574,Kelurahan,3205082012,Padamulya
70575,Kelurahan,3205092001,Leles
70576,Kelurahan,3205092002,Ciburial
70577,Kelurahan,3205092003,Jangkurang
70578,Kelurahan,3205092004,Sukarame
70579,Kelurahan,3205092005,Lembang
70580,Kelurahan,3205092006,Cangkuang
70581,Kelurahan,3205092007,Salamnunggal
70582,Kelurahan,3205092008,Kandangmukti
70583,Kelurahan,3205092009,Margaluyu
70584,Kelurahan,3205092010,Cipancar
70585,Kelurahan,3205092011,Haruman
70586,Kelurahan,3205092012,Dano
70587,Kelurahan,3205102001,Kadungora
70588,Kelurahan,3205102002,Gandamekar
70589,Kelurahan,3205102003,Cikembulan
70590,Kelurahan,3205102004,Cisaat
70591,Kelurahan,3205102005,Mandalasari
70592,Kelurahan,3205102006,Tanggulun
70593,Kelurahan,3205102007,Mekarbakti
70594,Kelurahan,3205102008,Karangmulya
70595,Kelurahan,3205102009,Harumansari
70596,Kelurahan,3205102010,Talagasari
70597,Kelurahan,3205102011,Hegarsari
70598,Kelurahan,3205102012,Neglasari
70599,Kelurahan,3205102013,Karangtengah
70600,Kelurahan,3205102014,Rancasalak
70601,Kelurahan,3205112001,Leuwigoong
70602,Kelurahan,3205112002,Karanganyar
70603,Kelurahan,3205112003,Margacinta
70604,Kelurahan,3205112004,Margahayu
70605,Kelurahan,3205112005,Dungusiku
70606,Kelurahan,3205112006,Tambak Sari
70607,Kelurahan,3205112007,Sindangsari
70608,Kelurahan,3205112008,Karangsari
70609,Kelurahan,3205122001,Cibatu
70610,Kelurahan,3205122002,Mekarsari
70611,Kelurahan,3205122003,Cibunar
70612,Kelurahan,3205122004,Sindangsuka
70613,Kelurahan,3205122005,Kertajaya
70614,Kelurahan,3205122006,Sukalilah
70615,Kelurahan,3205122007,Padasuka
70616,Kelurahan,3205122008,Karyamukti
70617,Kelurahan,3205122009,Girimukti
70618,Kelurahan,3205122010,Keresek
70619,Kelurahan,3205122011,Wanakerta
70620,Kelurahan,3205132001,Kersamanah
70621,Kelurahan,3205132002,Nanjungjaya
70622,Kelurahan,3205132003,Sukamerang
70623,Kelurahan,3205132004,Girijaya
70624,Kelurahan,3205132005,Sukamaju
70625,Kelurahan,3205132006,Mekarraya
70626,Kelurahan,3205142001,Malangbong
70627,Kelurahan,3205142002,Karangmulya
70628,Kelurahan,3205142003,Cibunar
70629,Kelurahan,3205142004,Cikarang
70630,Kelurahan,3205142005,Sakawayang
70631,Kelurahan,3205142006,Mekarasih
70632,Kelurahan,3205142007,Cisitu
70633,Kelurahan,3205142008,Campaka
70634,Kelurahan,3205142009,Lewobaru
70635,Kelurahan,3205142010,Sukamanah
70636,Kelurahan,3205142011,Cilampuyang
70637,Kelurahan,3205142012,Cinagara
70638,Kelurahan,3205142013,Sukaratu
70639,Kelurahan,3205142014,Citeras
70640,Kelurahan,3205142015,Sukarasa
70641,Kelurahan,3205142016,Sekarwangi
70642,Kelurahan,3205142017,Kutanagara
70643,Kelurahan,3205142018,Sanding
70644,Kelurahan,3205142019,Cihaurkuning
70645,Kelurahan,3205142020,Baru Dua
70646,Kelurahan,3205142021,Sukajaya
70647,Kelurahan,3205142022,Bunisari
70648,Kelurahan,3205142023,Mekarmulya
70649,Kelurahan,3205142024,Girimakmur
70650,Kelurahan,3205152001,Sukawening
70651,Kelurahan,3205152002,Sukamukti
70652,Kelurahan,3205152003,Mekarluyu
70653,Kelurahan,3205152004,Sukaluyu
70654,Kelurahan,3205152005,Sudalarang
70655,Kelurahan,3205152006,Sukasono
70656,Kelurahan,3205152007,Sukahaji
70657,Kelurahan,3205152008,Pasanggrahan
70658,Kelurahan,3205152009,Maripari
70659,Kelurahan,3205152010,Mekarwangi
70660,Kelurahan,3205152011,Mekar Hurip
70661,Kelurahan,3205162001,Caringin
70662,Kelurahan,3205162002,Cintamanik
70663,Kelurahan,3205162003,Cinta
70664,Kelurahan,3205162004,Sindanggalih
70665,Kelurahan,3205172001,Bayongbong
70666,Kelurahan,3205172002,Panembong
70667,Kelurahan,3205172003,Hegarmanah
70668,Kelurahan,3205172004,Selakuray
70669,Kelurahan,3205172005,Karyajaya
70670,Kelurahan,3205172006,Mulyasari
70671,Kelurahan,3205172007,Pamalayan
70672,Kelurahan,3205172008,Mekarsari
70673,Kelurahan,3205172009,Ciburuy
70674,Kelurahan,3205172010,Ciela
70675,Kelurahan,3205172011,Cikedokan
70676,Kelurahan,3205172012,Banjarsari
70677,Kelurahan,3205172013,Sukasenang
70678,Kelurahan,3205172014,Mekarjaya
70679,Kelurahan,3205172015,Sirnagalih
70680,Kelurahan,3205172016,Sukarame
70681,Kelurahan,3205172017,Cinisti
70682,Kelurahan,3205172018,Sukamanah
70683,Kelurahan,3205182001,Cigedug
70684,Kelurahan,3205182002,Barusuda
70685,Kelurahan,3205182003,Sukahurip
70686,Kelurahan,3205182004,Sindangsari
70687,Kelurahan,3205182005,Cintanagara
70688,Kelurahan,3205192001,Cilawu
70689,Kelurahan,3205192002,Sukamukti
70690,Kelurahan,3205192003,Karyamekar
70691,Kelurahan,3205192004,Dawungsari
70692,Kelurahan,3205192005,Pasanggrahan
70693,Kelurahan,3205192006,Sukahati
70694,Kelurahan,3205192007,Mekarsari
70695,Kelurahan,3205192008,Mekarmukti
70696,Kelurahan,3205192009,Desakolot
70697,Kelurahan,3205192010,Ngamplangsari
70698,Kelurahan,3205192011,Margalaksana
70699,Kelurahan,3205192012,Dangiang
70700,Kelurahan,3205192013,Dayeuhmanggung
70701,Kelurahan,3205192014,Sukamaju
70702,Kelurahan,3205192015,Mangurakyat
70703,Kelurahan,3205192016,Ngamplang
70704,Kelurahan,3205192017,Sukatani
70705,Kelurahan,3205192018,Sukamurni
70706,Kelurahan,3205202001,Cisurupan
70707,Kelurahan,3205202002,Cidatar
70708,Kelurahan,3205202003,Sukawangi
70709,Kelurahan,3205202004,Sukatani
70710,Kelurahan,3205202005,Situsari
70711,Kelurahan,3205202006,Pakuwon
70712,Kelurahan,3205202007,Balewangi
70713,Kelurahan,3205202008,Sirnajaya
70714,Kelurahan,3205202009,Cisero
70715,Kelurahan,3205202010,Kramatwangi
70716,Kelurahan,3205202011,Cipaganti
70717,Kelurahan,3205202012,Pamulihan
70718,Kelurahan,3205202013,Tambakbaya
70719,Kelurahan,3205202014,Sirnagalih
70720,Kelurahan,3205202015,Pangauban
70721,Kelurahan,3205202016,Simpangsari
70722,Kelurahan,3205202017,Cintaasih
70723,Kelurahan,3205212001,Sukaresmi
70724,Kelurahan,3205212002,Cintadamai
70725,Kelurahan,3205212003,Mekarjaya
70726,Kelurahan,3205212004,Sukajaya
70727,Kelurahan,3205212005,Sukamulya
70728,Kelurahan,3205212006,Padamukti
70729,Kelurahan,3205212007,Sukalilah
70730,Kelurahan,3205222001,Cikajang
70731,Kelurahan,3205222002,Simpang
70732,Kelurahan,3205222003,Mekarsari
70733,Kelurahan,3205222004,Girijaya
70734,Kelurahan,3205222005,Giriawas
70735,Kelurahan,3205222006,Cibodas
70736,Kelurahan,3205222007,Mekarjaya
70737,Kelurahan,3205222008,Cikandang
70738,Kelurahan,3205222009,Padasuka
70739,Kelurahan,3205222010,Margamulya
70740,Kelurahan,3205222011,Cipangramatan
70741,Kelurahan,3205222012,Kramatwangi
70742,Kelurahan,3205232001,Banjarwangi
70743,Kelurahan,3205232002,Talagajaya
70744,Kelurahan,3205232003,Padahurip
70745,Kelurahan,3205232004,Kadongdong
70746,Kelurahan,3205232005,Talagasari
70747,Kelurahan,3205232006,Jayabakti
70748,Kelurahan,3205232007,Mulyajaya
70749,Kelurahan,3205232008,Dangiang
70750,Kelurahan,3205232009,Tanjungjaya
70751,Kelurahan,3205232010,Bojong
70752,Kelurahan,3205232011,Wangunjaya
70753,Kelurahan,3205242001,Singajaya
70754,Kelurahan,3205242002,Ciudian
70755,Kelurahan,3205242003,Mekartani
70756,Kelurahan,3205242004,Sukamulya
70757,Kelurahan,3205242005,Sukawangi
70758,Kelurahan,3205242006,Pancasura
70759,Kelurahan,3205242007,Karangagung
70760,Kelurahan,3205242008,Cigintung
70761,Kelurahan,3205242009,Girimukti
70762,Kelurahan,3205252001,Cihurip
70763,Kelurahan,3205252002,Cisangkal
70764,Kelurahan,3205252003,Mekarwangi
70765,Kelurahan,3205252004,Jayamukti
70766,Kelurahan,3205262001,Peundeuy
70767,Kelurahan,3205262002,Toblong
70768,Kelurahan,3205262003,Saribakti
70769,Kelurahan,3205262004,Pangrumasan
70770,Kelurahan,3205262005,Sukanagara
70771,Kelurahan,3205262006,Purwajaya
70772,Kelurahan,3205272001,Pameungpeuk
70773,Kelurahan,3205272002,Mancagahar
70774,Kelurahan,3205272003,Paas
70775,Kelurahan,3205272004,Mandalakasih
70776,Kelurahan,3205272005,Jatimulya
70777,Kelurahan,3205272006,Bojong
70778,Kelurahan,3205272007,Sirnabakti
