code,display,definition
CPLYOSP,comply with organizational security policy,"Custodian security system must retrieve, evaluate, and comply with the organizational security policies associated with the target information."
CPLYPOL,comply with policy,"Custodian security system must retrieve, evaluate, and comply with applicable policies associated with the target information."
CPND,certified pneumonia disease care,Description:Scope of responsibility taken on by an organization for care of a patient as defined by the disease management certification agency.
CPNDDRGING,compound drug invoice group,A grouping of invoice element groups and details including the ones specifying the compound ingredients being invoiced. It may also contain generic detail items such as markup.
CPNDINDING,compound ingredient invoice group,A grouping of invoice element details including the one specifying an ingredient drug being invoiced. It may also contain generic detail items such as tax or markup.
CPNDSUPING,compound supply invoice group,A grouping of invoice element groups and details including the ones specifying the compound supplies being invoiced. It may also contain generic detail items such as markup.
CPRC,certified physical medicine and rehabilitation care,Description:Scope of responsibility taken on for specialty care as defined by the respective Specialty Board.
CPSC,certified plastic surgery care,Description:Scope of responsibility taken on for specialty care as defined by the respective Specialty Board.
CPST,certified primary stroke center care,Description:Scope of responsibility taken on by an organization for care of a patient as defined by the disease management certification agency.
CPTM,CPT modifier codes,Description:CPT modifier codes are found in Appendix A of CPT 2000 Standard Edition.
CPYC,certified psychiatry care,Description:Scope of responsibility taken on for specialty care as defined by the respective Specialty Board.
CREACT,common reaction alert,"Description:Proposed therapy may be inappropriate or contraindicated because of a common but non-patient specific reaction to the product. Example:There is no record of a specific sensitivity for the patient, but the presence of the sensitivity is common and therefore caution is warranted."
CRIME,crime victim program,Definition: A program that covers the cost of services provided to crime victims for injuries or losses related to the occurrence of a crime.
CRIT,criticality,"A clinical judgment as to the worst case result of a future exposure (including substance administration). When the worst case result is assessed to have a life-threatening or organ system threatening potential, it is considered to be of high criticality."
CROC,certified radiation oncology care,Description:Scope of responsibility taken on for specialty care as defined by the respective Specialty Board.
CRPC,certified radiological physics care,Description:Scope of responsibility taken on for specialty care as defined by the respective Specialty Board.
CRS,clinical recommendation statement,Summary of relevant clinical guidelines or other clinical recommendations supporting this eMeasure.
CSDM,certified stroke disease management care,Description:Scope of responsibility taken on by an organization for care of a patient as defined by the disease management certification agency.
CSIC,certified sickle cell care,Description:Scope of responsibility taken on by an organization for care of a patient as defined by the disease management certification agency.
CSINV,clinical service invoice,"Clinical Services Invoice which can be used to describe a single service, multiple services or repeated services. [1] Single Clinical services invoice where the Invoice Grouping contains one billable item and is supported by one clinical service. For example, a single service for an office visit or simple clinical procedure (e.g. knee mobilization). [2] Multiple Clinical services invoice where the Invoice Grouping contains more than one billable item, supported by one or more clinical services. The services can be distinct and over multiple dates, but for the same patient. This type of invoice includes a series of treatments which must be adjudicated together. For example, an adjustment and ultrasound for a chiropractic session where fees are associated for each of the services and adjudicated (invoiced) together. [3] Repeated Clinical services invoice where the Invoice Grouping contains one or more billable item, supported by the same clinical service repeated over a period of time. For example, the same Chiropractic adjustment (service or treatment) delivered on 3 separate occasions over a period of time at the discretion of the provider (e.g. month)."
CSLD,certified sleep disorders care,Description:Scope of responsibility taken on by an organization for care of a patient as defined by the disease management certification agency.
CSPINV,clinical service and product,"A clinical Invoice Grouping consisting of one or more services and one or more product. Billing for these service(s) and product(s) are supported by multiple clinical billable events (acts). All items in the Invoice Grouping must be adjudicated together to be acceptable to the Adjudicator. For example , a brace (product) invoiced together with the fitting (service)."
CSPT,certified spine treatment care,Description:Scope of responsibility taken on by an organization for care of a patient as defined by the disease management certification agency.
CSUC,certified surgery care,Description:Scope of responsibility taken on for specialty care as defined by the respective Specialty Board.
CTBU,certified trauma/burn center care,Description:Scope of responsibility taken on by an organization for care of a patient as defined by the disease management certification agency.
CTCOMPT,care team compartment,Care coordination across participants in a care plan requires sharing of a healthcare consumer's information specific to that workflow. A care team member should only have access to that information while participating in that workflow or for other authorized uses. Security Compartment Labels assigned to a consumer's information use in care coordination workflows should be met or exceeded by the Security Compartment attribute claimed by a participant in a care team member workflow who is requesting access to that information
CTLSUB,Controlled Substance,A monitoring program that focuses on narcotics and/or commonly abused substances that are subject to legal restriction.
CTMO,case transmission mode observation,An observation that states the mechanism by which disease was acquired by the living subject involved in the public health case. OpenIssue: This code could be moved to LOINC if it can be done before there are significant implemenations using it.
CTSC,certified thoracic surgery care,Description:Scope of responsibility taken on for specialty care as defined by the respective Specialty Board.
CURC,certified urology care,Description:Scope of responsibility taken on for specialty care as defined by the respective Specialty Board.
CURMEDLIST,current medication list,List of current medications.
CURRENT,Current Volume,"The current quantity of the specimen, i.e., initial quantity minus what has been actually used."
CVDC,certified vascular diseases care,Description:Scope of responsibility taken on by an organization for care of a patient as defined by the disease management certification agency.
CVSC,certified vascular surgery care,Description:Scope of responsibility taken on for specialty care as defined by the respective Specialty Board.
CWMA,certified wound management care,Description:Scope of responsibility taken on by an organization for care of a patient as defined by the disease management certification agency.
CWOH,certified women's health care,Description:Scope of responsibility taken on by an organization for care of a patient as defined by the disease management certification agency.
DACT,drug action detected issue,Description:Proposed therapy may be contraindicated or ineffective based on an existing or recent drug therapy.
DALG,Drug Allergy,An allergy to a pharmaceutical product.
DAY,day,Transaction counts and value totals for each calendar day within the date range specified.
DDP,Direct Deposit,Electronic Funds Transfer (EFT) deposit into the payee's bank account
DECLASSIFYLABEL,declassify security label,Custodian security system must declassify information assigned security labels by instantiating a new version of the classified information so as to break the binding of the classifying security label when assigning a new security label that marks the information as unclassified in accordance with applicable jurisdictional privacy policies associated with the target information. The system must retain an immutable record of the previous assignment and binding.
DEDUCTIBLE,deductible,That portion of the eligible charges which a covered party must pay in a particular period (e.g. annual) before the benefits are payable by the adjudicator. This amount represents the covered party's deductible that is applied to a particular adjudication result. It is expressed as a negative dollar amount in adjudication results.
DEF,definition,"Description of individual terms, provided as needed."
DEFB,Defibrination,The removal of fibrin from whole blood or plasma through physical or chemical means
DEID,deidentify,Custodian system must strip information of data that would allow the identification of the source of the information or the information subject.
DELAU,delete after use,Custodian system must remove target information from access after use.
DELEPOL,delegation policy,"Delegation policies specify which actions subjects are allowed to delegate to others. A delegation policy thus specifies an authorisation to delegate. Subjects must already possess the access rights to be delegated. Delegation policies are aimed at subjects delegating rights to servers or third parties to perform actions on their behalf and are not meant to be the means by which security administrators would assign rights to subjects. A negative delegation policy identifies what delegations are forbidden. A Delegation policy specifies the authorisation policy from which delegated rights are derived, the grantors, which are the entities which can delegate these access rights, and the grantees, which are the entities to which the access rights can be delegated. There are two types of delegation policy, positive and negative. (Based on PONDERS)"
DEMO,all demographic information sensitivity,"Policy for handling all demographic information about an information subject, which will be afforded heightened confidentiality. Policies may govern sensitivity of information related to all demographic about an information subject, the disclosure of which could impact the privacy, well-being, or safety of that subject. Usage Note: If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law rather than or in addition to this more generic code."
DEMOCAT,demographics category,"Definition:All information pertaining to a patient's demographics (such as name, date of birth, gender, address, etc)."
DENEX,denominator exclusions,Criteria which specify subjects who should be removed from the eMeasure population and denominator before determining if numerator criteria are met. Denominator exclusions are used in proportion and ratio measures to help narrow the denominator.
DENEXCEP,denominator exceptions,"Criteria which specify the removal of a subject, procedure or unit of measurement from the denominator, only if the numerator criteria are not met. Denominator exceptions allow for adjustment of the calculated score for those providers with higher risk populations. Denominator exceptions are used only in proportion eMeasures. They are not appropriate for ratio or continuous variable eMeasures. Denominator exceptions allow for the exercise of clinical judgment and should be specifically defined where capturing the information in a structured manner fits the clinical workflow. Generic denominator exception reasons used in proportion eMeasures fall into three general categories: Medical reasons Patient (or subject) reasons System reasons"
DENOM,denominator,"Criteria for specifying the entities to be evaluated by a specific quality measure, based on a shared common set of characteristics (within a specific measurement set to which a given measure belongs). The denominator can be the same as the initial population, or it may be a subset of the initial population to further constrain it for the purpose of the eMeasure. Different measures within an eMeasure set may have different denominators. Continuous Variable eMeasures do not have a denominator, but instead define a measure population."
DENTAL,dental care policy,Definition: A health insurance policy that that covers benefits for dental services.
DENTPRG,dental program,Definition: A public or government health program that administers and funds coverage for dental care to assist program eligible who meet financial and health status criteria.
DERMTRNS,transdermal transmission,Communication of an agent from a living subject or environmental source to a living subject via agent migration through intact skin.
DF,Daily Fill,A fill providing sufficient supply for one day
DIA,diagnosis information sensitivity,"Policy for handling information related to a diagnosis, health condition or health problem, which will be afforded heightened confidentiality. Diagnostic, health condition or health problem related information may be deemed sensitive by organizational policy, and require heightened confidentiality. Usage Note: For use within an enterprise that provides heightened confidentiality to diagnostic, health condition or health problem related information deemed sensitive. If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law rather than or in addition to this more generic code."
DIAGLISTE,diagnosis list entry task,A clinician enters a diagnosis for a given patient.
DIAGLISTREV,diagnosis list review task,A person reviews a list of diagnoses of a given patient.
DICAT,diagnostic image category,Definition:All information pertaining to a patient's diagnostic image records (orders & results).
DIET,Diet,Code set to define specialized/allowed diets
DILUTION,ActSpecObsDilutionCode,An observation that reports the dilution of a sample.
DINT,Drug Intolerance,Hypersensitivity resulting in an adverse reaction upon exposure to a drug.
DIS,disability insurance policy,Definition: An insurance policy that provides a regular payment to compensate for income lost due to the covered party's inability to work because of illness or injury.
DISC,disclaimer,Disclaimer information for the eMeasure.
DISCHINSTE,discharge instruction entry,A person provides a discharge instruction to a patient.
DISCHSUME,discharge summary entry task,A clinician enters a discharge summary for a given patient.
DISCHSUMREV,discharge summary review task,A person reviews a discharge summary of a given patient.
DISCMEDLIST,discharge medication list,List of discharge medications.
DISDX,discharge diagnosis,Discharge diagnosis are the diagnoses documented for administrative purposes as the time of hospital discharge.
DISEASE,disease specific policy,"Definition: A health insurance policy that covers benefits for healthcare services provided for named conditions under the policy, e.g., cancer, diabetes, or HIV-AIDS."
DISEASEPRG,public health program,"Definition: A public or government health program that administers and funds coverage for health and social services to assist program eligible who meet financial and health status criteria related to a particular disease. Example: Reproductive health, sexually transmitted disease, and end renal disease programs."
DISPLAY,Display,The adjudication result associated is to be displayed to the receiver of the adjudication result.
DM,diabetes mellitus diet,A diet that uses carbohydrates sparingly. Typically with a restriction in daily energy content (e.g. 1600-2000 kcal).
DN,Diner's Club,Diner's Club
DNAINT,Drug Non-Allergy Intolerance,Hypersensitivity to an agent caused by a mechanism other than an immunologic response to an initial exposure
DNTL,Dental,Provision of treatment for oral health and/or dental surgery.
DOB,date of birth information sensitivity,"Policy for handling information related to an information subject's date of birth, which will be afforded heightened confidentiality.Policies may govern sensitivity of information related to an information subject's date of birth, the disclosure of which could impact the privacy, well-being, or safety of that subject. Usage Note: If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law rather than or in addition to this more generic code."
DOCUMENT,document,Description: Document Attachment
DOSE,Dosage problem,Proposed dosage instructions for therapy differ from standard practice.
DOSECOND,dosage-condition alert,Description:Proposed dosage is inappropriate due to patient's medical condition.
DOSEDUR,Dose-Duration Alert,Proposed length of therapy differs from standard practice.
DOSEDURH,Dose-Duration High Alert,Proposed length of therapy is longer than standard practice
DOSEDURHIND,Dose-Duration High for Indication Alert,Proposed length of therapy is longer than standard practice for the identified indication or diagnosis
DOSEDURL,Dose-Duration Low Alert,Proposed length of therapy is shorter than that necessary for therapeutic effect
DOSEDURLIND,Dose-Duration Low for Indication Alert,Proposed length of therapy is shorter than standard practice for the identified indication or diagnosis
DOSEH,High Dose Alert,Proposed dosage exceeds standard practice
DOSEHIND,High Dose for Indication Alert,High Dose for Indication Alert
DOSEHINDA,High Dose for Age Alert,Proposed dosage exceeds standard practice for the patient's age
DOSEHINDSA,High Dose for Height/Surface Area Alert,Proposed dosage exceeds standard practice for the patient's height or body surface area
DOSEHINDW,High Dose for Weight Alert,Proposed dosage exceeds standard practice for the patient's weight
DOSEIVL,Dose-Interval Alert,Proposed dosage interval/timing differs from standard practice
DOSEIVLIND,Dose-Interval for Indication Alert,Proposed dosage interval/timing differs from standard practice for the identified indication or diagnosis
DOSEL,Low Dose Alert,Proposed dosage is below suggested therapeutic levels
DOSELIND,Low Dose for Indication Alert,Low Dose for Indication Alert
DOSELINDA,Low Dose for Age Alert,Proposed dosage is below suggested therapeutic levels for the patient's age
DOSELINDSA,Low Dose for Height/Surface Area Alert,Proposed dosage is below suggested therapeutic levels for the patient's height or body surface area
DOSELINDW,Low Dose for Weight Alert,Proposed dosage is below suggested therapeutic levels for the patient's weight
DOWNGRDLABEL,downgrade security label,Custodian security system must downgrade information assigned security labels by instantiating a new version of the classified information so as to break the binding of the classifying security label when assigning a new security label that marks the information as classified at a less protected level in accordance with applicable jurisdictional privacy policies associated with the target information. The system must retain an immutable record of the previous assignment and binding.
DRG,Drug Interaction Alert,Proposed therapy may interact with an existing or recent drug therapy
DRGIS,drug information sensitivity,"Policy for handling information related to a drug, which will be afforded heightened confidentiality. Drug information may be deemed sensitive by organizational policy, and require heightened confidentiality. Usage Note: For use within an enterprise that provides heightened confidentiality to drug information deemed sensitive. If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law rather than or in addition to this more generic code."
DRGRHB,Drug Rehab,Provision of treatment for drug abuse.
DRIVLABEL,derive security label,"Custodian security system must assign and bind security labels derived from compilations of information by aggregation or disaggregation in order to classify information compiled in the information systems under its control for collection, access, use and disclosure in accordance with applicable jurisdictional privacy policies associated with the target information. The system must retain an immutable record of the previous assignment and binding."
DRUG,Drug therapy,The introduction of a drug into a subject with the intention of altering its biologic state with the intent of improving its health status.
DRUGING,drug invoice group,A grouping of invoice element details including the one specifying the drug being invoiced. It may also contain generic detail items such as markup.
DRUGPOL,drug policy,"Definition: A health insurance policy that covers benefits for prescription drugs, pharmaceuticals, and supplies."
DRUGPRG,drug program,Definition: A public or government health program that administers and funds coverage for prescription drugs to assist program eligible who meet financial and health status criteria.
DSC,discount,A reduction in the amount charged as a percentage of the amount. For example a 5% discount for volume purchase.
DUPTHPCLS,duplicate therapeutic alass alert,"Description:The proposed therapy appears to have the same intended therapeutic benefit as an existing therapy, though the specific mechanisms of action vary."
DUPTHPGEN,duplicate generic alert,Description:The proposed therapy appears to have the same intended therapeutic benefit as an existing therapy and uses the same mechanisms of action as the existing therapy.
DUPTHPY,Duplicate Therapy Alert,The proposed therapy appears to duplicate an existing therapy
DV,Discover Card,Discover Card
DVD,developmental disability information sensitivity,"Policy for handling information related to developmental disability disorders and conditions caused by these disorders, which is afforded heightened confidentiality. Usage Note: If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law in addition to this more generic code. A diverse group of chronic conditions that are due to mental or physical impairments impacting activities of daily living, self-care, language acuity, learning, mobility, independent living and economic self-sufficiency. Examples may include Down syndrome and Autism spectrum. However, the developmental disabilities to which this term applies versus other behavioral health categories varies by jurisdiction and organizational policy in part due to overlap with other behavioral health conditions. Implementers should constrain to those diagnoses applicable in the domain in which this code is used."
DX,ObservationDiagnosisTypes,"Includes all codes defining types of indications such as diagnosis, symptom and other indications such as contrast agents for lab tests."
EALG,Environmental Allergy,"An allergy to a substance other than a drug or a food. E.g. Latex, pollen, etc."
EAP,employee assistance program,"Definition: An employee assistance program is run by an employer or employee organization for the purpose of providing benefits and covering all or part of the cost for employees to receive counseling, referrals, and advice in dealing with stressful issues in their lives. These may include substance abuse, bereavement, marital problems, weight issues, or general wellness issues. The services are usually provided by a third-party, rather than the company itself, and the company receives only summary statistical data from the service provider. Employee's names and services received are kept confidential."
EDU,education fees,Fees deducted on behalf of a payee for tuition and continuing education.
EFORM,electronic form to follow,Electronic form with supporting or additional information to follow.
EHCPOL,extended healthcare,Private insurance policy that provides coverage in addition to other policies (e.g. in addition to a Public Healthcare insurance policy).
EINT,Environmental Intolerance,Hypersensitivity resulting in an adverse reaction upon exposure to environmental conditions.
ELLIPSE,ellipse,"An ellipse defined by four (column,row) pairs, the first two points specifying the endpoints of the major axis and the second two points specifying the endpoints of the minor axis."
EM,Emergency Supply,"A supply action where there is no 'valid' order for the supplied medication. E.g. Emergency vacation supply, weekend supply (when prescriber is unavailable to provide a renewal prescription)"
EMAUTH,emergency authorization override,"Used to temporarily override normal authorization rules to gain access to data in a case of emergency. Use of this override code will typically be monitored, and a procedure to verify its proper use may be triggered when used."
EMER,emergency,"A patient encounter that takes place at a dedicated healthcare service delivery location where the patient receives immediate evaluation and treatment, provided until the patient can be discharged or responsibility for the patient's care is transferred elsewhere (for example, the patient could be admitted as an inpatient or transferred to another facility.)"
EMOTDIS,emotional disturbance information sensitivity,"Policy for handling information related to emotional disturbance disorders and conditions caused by these disorders, which is afforded heightened confidentiality. Usage Note: If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law in addition to this more generic code. Typical used to characterize behavioral and mental health issues of adolescents where the disorder may be temporarily diagnosed in order to avoid the potential and unnecessary stigmatizing diagnoses of disorder long term."
EMP,employee information sensitivity,"Policy for handling information related to an employee, which will be afforded heightened confidentiality. When a patient is an employee, an enterprise may have a policy that requires heightened confidentiality. Information deemed sensitive typically includes health information and patient role information including patient status, demographics, next of kin, and location. Usage Note: Policy for handling information related to an employee, which will be afforded heightened confidentiality. Description: When a patient is an employee, an enterprise may have a policy that requires heightened confidentiality. Information deemed sensitive typically includes health information and patient role information including patient status, demographics, next of kin, and location."
EMPL,employer information sensitivity,"Policy for handling information related to an employer which is deemed classified to protect an employee who is the information subject, and which will be afforded heightened confidentiality. Description: Policies may govern sensitivity of information related to an employer, such as law enforcement or national security, the identity of which could impact the privacy, well-being, or safety of an information subject who is an employee. Usage Notes: If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law rather than or in addition to this more generic code."
EMRGONLY,emergency only,"This general consent directive specifically limits disclosure of health information for purpose of emergency treatment. Additional parameters may further limit the disclosure to specific users, roles, duration, types of information, and impose uses obligations. Definition: Opt-in to disclosure of health information for emergency only consent directive."
ENAINT,Environmental Non-Allergy Intolerance,Hypersensitivity to an agent caused by a mechanism other than an immunologic response to an initial exposure
ENCRYPT,encrypt,"Custodian system must render information unreadable by algorithmically transforming plaintext into ciphertext. Usage Notes: A mathematical transposition of a file or data stream so that it cannot be deciphered at the receiving end without the proper key. Encryption is a security feature that assures that only the parties who are supposed to be participating in a videoconference or data transfer are able to do so. It can include a password, public and private keys, or a complex combination of all. (Per Infoway.)"
ENCRYPTR,encrypt at rest,"Custodian system must render information unreadable and unusable by algorithmically transforming plaintext into ciphertext when ""at rest"" or in storage."
ENCRYPTT,encrypt in transit,"Custodian system must render information unreadable and unusable by algorithmically transforming plaintext into ciphertext while ""in transit"" or being transported by any means."
ENCRYPTU,encrypt in use,Custodian system must render information unreadable and unusable by algorithmically transforming plaintext into ciphertext while in use such that operations permitted on the target information are limited by the license granted to the end user.
ENDC,endogenous content,"A baseline value for the measured test that is inherently contained in the diluent. In the calculation of the actual result for the measured test, this baseline value is normally considered."
ENDLATE,End Too Late Alert,Proposed therapy may be inappropriate or ineffective because the end of administration is too close to another planned therapy
ENDRENAL,end renal program,"Definition: A public or government program that administers publicly funded coverage of kidney dialysis and kidney transplant services. Example: In the U.S., the Medicare End-stage Renal Disease program (ESRD), the National Kidney Foundation (NKF) American Kidney Fund (AKF) The Organ Transplant Fund."
ENVTRNS,environmental exposure transmission,Communication of an agent from an environmental surface or source to a living subject by direct contact.
EPYMT,early payment fee,Fees deducted on behalf of a payee for charges based on a shorter payment frequency (i.e. next day versus biweekly payments.
ESA,extraordinary service assessment,"A premium on a service fee is requested because, due to extenuating circumstances, the service took an extraordinary amount of time or supplies."
ETH,substance abuse information sensitivity,"Policy for handling alcohol or drug-abuse information, which will be afforded heightened confidentiality. Information handling protocols based on organizational policies related to alcohol or drug-abuse information that is deemed sensitive. Usage Note: If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law rather than or in addition to this more generic code."
ETHUD,alcohol use disorder information sensitivity,"Policy for handling information related to alcohol use disorders and conditions caused by these disorders, which is afforded heightened confidentiality. Usage Note: If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law in addition to this more generic code."
EVNFCTS,ActSpecObsEvntfctsCode,Domain provides codes that qualify the ActLabObsEnvfctsCode domain. (Environmental Factors)
EWB,employee welfare benefit plan policy,"Definition: An insurance policy under a benefit plan run by an employer or employee organization for the purpose of providing benefits other than pension-related to employees and their families. Typically provides health-related benefits, benefits for disability, disease or unemployment, or day care and scholarship benefits, among others. An employer sponsored health policy includes coverage of health care expenses arising from sickness or accidental injury, coverage for on-site medical clinics or for dental or vision benefits, which are typically provided under a separate policy. Coverage excludes health care expenses covered by accident or disability, workers' compensation, liability or automobile insurance."
F,final,Description:Indicates that a result is complete. No further results are to come. This maps to the 'complete' state in the observation result status code.
FALG,Food Allergy,An allergy to a substance generally consumed for nutritional purposes.
FALLRISK,falls risk assessment instrument task,A person reviews a Falls Risk Assessment Instrument report of a given patient.
FAST,fasting,"No enteral intake of foot or liquids whatsoever, no smoking. Typically 6 to 8 hours before anesthesia."
FAX,fax to follow,Fax with supporting or additional information to follow.
FD,food,Description: The introduction of material into a subject with the intent of providing nutrition or other dietary supplements (e.g. minerals or vitamins).
FECTRNS,fecal-oral transmission,Communication of an agent from a living subject or environmental source to a living subject through oral contact with material contaminated by person or animal fecal material.
FF,First Fill,The initial fill against an order. (This includes initial fills against refill orders.)
FFC,First Fill - Complete,"A first fill where the quantity supplied is equal to one full repetition of the ordered amount. (e.g. If the order was 90 tablets, 3 refills, a complete fill would be for the full 90 tablets)."
FFCS,"first fill complete, partial strength","A first fill where the quantity supplied is equal to one full repetition of the ordered amount. (e.g. If the order was 90 tablets, 3 refills, a complete fill would be for the full 90 tablets) and also where the strength supplied is less than the ordered strength (e.g. 10mg for an order of 50mg where a subsequent fill will dispense 40mg tablets)."
FFP,First Fill - Part Fill,"A first fill where the quantity supplied is less than one full repetition of the ordered amount. (e.g. If the order was 90 tablets, 3 refills, a partial fill might be for only 30 tablets.)"
FFPS,"first fill, part fill, partial strength","A first fill where the quantity supplied is less than one full repetition of the ordered amount. (e.g. If the order was 90 tablets, 3 refills, a partial fill might be for only 30 tablets.) and also where the strength supplied is less than the ordered strength (e.g. 10mg for an order of 50mg where a subsequent fill will dispense 40mg tablets)"
FFSS,"first fill, partial strength",A first fill where the strength supplied is less than the ordered strength. (e.g. 10mg for an order of 50mg where a subsequent fill will dispense 40mg tablets).
FFSTOP,fee for service top off,"Under agreement between the parties (payor and provider), a guaranteed level of income is established for the provider over a specific, pre-determined period of time. The normal course of business for the provider is submission of fee-for-service claims. Should the fee-for-service income during the specified period of time be less than the agreed to amount, a top-up amount is paid to the provider equal to the difference between the fee-for-service total and the guaranteed income amount for that period of time. The details of the agreement may specify (or not) a requirement for repayment to the payor in the event that the fee-for-service income exceeds the guaranteed amount."
FIBRIN,Fibrin,"The Fibrin Index of the specimen. In the case of only differentiating between Absent and Present, recommend using 0 and 1"
FILT,Filtration,"The passage of a liquid through a filter, accomplished by gravity, pressure or vacuum (suction)."
FINALDT,finalized date/time,The timestamp when the eMeasure was last packaged in the Measure Authoring Tool.
FINBILL,financial,"A billing arrangement where a Provider charges for non-clinical items. This includes interest in arrears, mileage, etc. Clinical content is not included in Invoices submitted with this type of billing arrangement."
FININV,financial invoice,Invoice Grouping without clinical justification. These will not require identification of participants and associations from a clinical context such as patient and provider. Examples are interest charges and mileage.
FINT,Food Intolerance,Hypersensitivity resulting in an adverse reaction upon exposure to food.
FLD,field,A patient encounter that takes place both outside a dedicated service delivery location and outside a patient's residence. Example locations might include an accident site and at a supermarket.
FLEXP,flexible benefit plan policy,"Definition: An insurance policy that covers qualified benefits under a Flexible Benefit plan such as group medical insurance, long and short term disability income insurance, group term life insurance for employees only up to $50,000 face amount, specified disease coverage such as a cancer policy, dental and/or vision insurance, hospital indemnity insurance, accidental death and dismemberment insurance, a medical expense reimbursement plan and a dependent care reimbursement plan. Discussion: See UnderwriterRoleTypeCode flexible benefit plan which is defined as a benefit plan that allows employees to choose from several life, health, disability, dental, and other insurance plans according to their individual needs. Also known as cafeteria plans. Authorized under Section 125 of the Revenue Act of 1978."
FMCOMPT,financial management compartment,"Financial management department members who have access to healthcare consumer information as part of a patient account, billing and claims workflows. Security Compartment Labels assigned to consumer information used in these workflows should be met or exceeded by the Security Compartment attribute claimed by a participant in a financial management workflow who is requesting access to that information."
FNAINT,Food Non-Allergy Intolerance,Hypersensitivity to an agent caused by a mechanism other than an immunologic response to an initial exposure
FNLFEE,final fee,Anticipated or actual final fee associated with treating a patient.
FOMTRNS,fomite transmission,Communication of an agent from an non-living material to a living subject through direct contact.
FOOD,Food Interaction Alert,Proposed therapy may interact with certain foods
FOODTRNS,food-borne transmission,Communication of an agent from a food source to a living subject via oral consumption.
FORM,Print on Form,"The adjudication result associated is to be printed on the specified form, which is then provided to the covered party."
FORMAT,invalid format,Description:The element does not follow the formatting or type rules defined for the field.
FORMULA,formula diet,"A diet consisting of a formula feeding, either for an infant or an adult, to provide nutrition either orally or through the gastrointestinal tract via tube, catheter or stoma."
FRAMEING,frame invoice group,A grouping of invoice element details including the ones specifying the frame fee and the frame dispensing cost that are being invoiced.
FRAUD,potential fraud,Description:The request is suspected to have a fraudulent basis.
FRSTFEE,first fee,Anticipated or actual initial fee associated with treating a patient.
FS,Floor stock,A supply action to restock a smaller more local dispensary.
FST,federal sales tax,Federal tax on transactions such as the Goods and Services Tax (GST)
FULFIL,fulfillment alert,Definition:The therapy being performed is in some way out of alignment with the requested therapy.
GARN,garnishee,Fees deducted on behalf of a payee for charges based on a per-transaction or time-period (e.g. monthly) fee.
GDIS,genetic disease information sensitivity,"Policy for handling genetic disease information, which will be afforded heightened confidentiality. Information handling protocols based on organizational policies related to genetic disease information that is deemed sensitive. Usage Note: If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law rather than or in addition to this more generic code."
GEALRT,geriatric alert,Proposed therapy is outside of standard practice for a geriatric patient.
GEN,Genetic Alert,Proposed therapy may be inappropriate or contraindicated due to patient genetic indicators.
GEND,Gender Alert,Proposed therapy may be inappropriate or contraindicated due to patient gender.
GENDER,gender and sexual orientation information sensitivity,"Policy for handling information related to an information subject's gender and sexual orientation, which will be afforded heightened confidentiality. Policies may govern sensitivity of information related to an information subject's gender and sexual orientation, the disclosure of which could impact the privacy, well-being, or safety of that subject. Usage Note: If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law rather than or in addition to this more generic code."
GENE,gene,"Description: A DNA segment that contributes to phenotype/function. In the absence of demonstrated function a gene may be characterized by sequence, transcription or homology"
GENRL,General,General care performed by a general practitioner or family doctor as a responsible provider for a patient.
GF,gluten free,Gluten free diet for celiac disease.
GFTH,good faith indicator,"The medical service was provided to a patient in good faith that they had medical coverage, although no evidence of coverage was available before service was rendered."
GISTIER,GIS tier,Description: Accuracy determined as per the GIS tier code system.
GOALLIST,goal list,List of observations in goal mood.
GOVEMP,government employee health program,"Definition: A set of codes used to indicate a government program that is an organized structure for administering and funding coverage of a benefit package for covered parties meeting eligibility criteria, typically related to employment, health and financial status. Government programs are established or permitted by legislation with provisions for ongoing government oversight. Regulation mandates the structure of the program, the manner in which it is funded and administered, covered benefits, provider types, eligibility criteria and financial participation. A government agency is charged with implementing the program in accordance to the regulation Example: Federal employee health benefit program in the U.S."
GRADE,grade,Description: The school grade or level the patient was in when immunized.
