code,display,definition
718974007,Integrated Palliative care Outcome Scale 5 Patient Version (3 day recall period),Integrated Palliative care Outcome Scale 5 Patient Version (3 day recall period) (assessment scale)
718973001,Integrated Palliative care Outcome Scale Patient Version (3 day recall period),Integrated Palliative care Outcome Scale Patient Version (3 day recall period) (assessment scale)
718971004,Integrated Palliative care Outcome Scale Staff Version (3 day recall period),Integrated Palliative care Outcome Scale Staff Version (3 day recall period) (assessment scale)
718969004,Integrated Palliative care Outcome Scale 5 Staff Version (3 day recall period),Integrated Palliative care Outcome Scale 5 Staff Version (3 day recall period) (assessment scale)
718967002,IPOS (Integrated Palliative care Outcome Scale) Staff Version (1 week recall period),Integrated Palliative care Outcome Scale - Staff Version (1 week recall period) (assessment scale)
718957007,Integrated Palliative care Outcome Scale 5 Staff Version (1 week recall period),Integrated Palliative care Outcome Scale 5 Staff Version (1 week recall period) (assessment scale)
718913008,CAARMS - Comprehensive Assessment of At-Risk Mental States,Comprehensive Assessment of At-Risk Mental States (assessment scale)
718876008,M-WCST - Modified Wisconsin Card Sorting Test,Modified Wisconsin Card Sorting Test (assessment scale)
718871003,OPHI-II (Occupational Performance History Interview II) Version 2.1 occupational competence scale,Occupational Performance History Interview II Version 2.1 occupational competence scale (assessment scale)
718870002,OPHI-II (Occupational Performance History Interview II) Version 2.1 occupational settings (environment) scale,Occupational Performance History Interview II Version 2.1 occupational settings environment scale (assessment scale)
718867001,OPHI-II (Occupational Performance History Interview II) Version 2.1 occupational identity scale,Occupational Performance History Interview II Version 2.1 occupational identity scale (assessment scale)
718863002,Lower Extremity Functional Scale,Lower Extremity Functional Scale (assessment scale)
718760008,Child Session Rating Scale,Child Session Rating Scale (assessment scale)
718747002,RCADS (Revised Children's Anxiety and Depression Scale) generalized anxiety subscale,Revised Children's Anxiety and Depression Scale generalized anxiety subscale (assessment scale)
718746006,RCADS (Revised Children's Anxiety and Depression Scale) separation anxiety subscale,Revised Children's Anxiety and Depression Scale separation anxiety subscale (assessment scale)
718745005,RCADS (Revised Children's Anxiety and Depression Scale) total anxiety and depression subscale,Revised Children's Anxiety and Depression Scale total anxiety and depression subscale (assessment scale)
718744009,RCADS (Revised Children's Anxiety and Depression Scale) obsession compulsion subscale,Revised Children's Anxiety and Depression Scale obsession compulsion subscale (assessment scale)
718743003,RCADS (Revised Children's Anxiety and Depression Scale) total anxiety subscale,Revised Children's Anxiety and Depression Scale total anxiety subscale (assessment scale)
718742008,CADS (Revised Children's Anxiety and Depression Scale) social phobia subscale,Revised Children's Anxiety and Depression Scale social phobia subscale (assessment scale)
718741001,RCADS (Revised Children's Anxiety and Depression Scale) panic subscale,Revised Children's Anxiety and Depression Scale panic subscale (assessment scale)
718739002,RCADS (Revised Children's Anxiety and Depression Scale) depression subscale,Revised Children's Anxiety and Depression Scale depression subscale (assessment scale)
718738005,RCADS - Revised Children's Anxiety and Depression Scale,Revised Children's Anxiety and Depression Scale (assessment scale)
718735008,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) total anxiety and depression subscale,Revised Children's Anxiety and Depression Scale Parent Version total anxiety and depression subscale (assessment scale)
718734007,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) depression subscale,Revised Children's Anxiety and Depression Scale Parent Version depression subscale (assessment scale)
718733001,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) generalized anxiety subscale,Revised Children's Anxiety and Depression Scale Parent Version generalized anxiety subscale (assessment scale)
718732006,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) separation anxiety subscale,Revised Children's Anxiety and Depression Scale Parent Version separation anxiety subscale (assessment scale)
718731004,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) obsession compulsion subscale,Revised Children's Anxiety and Depression Scale Parent Version obsession compulsion subscale (assessment scale)
718730003,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) panic subscale,Revised Children's Anxiety and Depression Scale Parent Version panic subscale (assessment scale)
718729008,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) social phobia subscale,Revised Children's Anxiety and Depression Scale Parent Version social phobia subscale (assessment scale)
718728000,RCADS-P - Revised Children's Anxiety and Depression Scale Parent Version,Revised Children's Anxiety and Depression Scale Parent Version (assessment scale)
718710002,Process of Recovery Questionnaire,Process of Recovery Questionnaire (assessment scale)
718699005,Lysholm Knee Scoring Scale,Lysholm Knee Scoring Scale (assessment scale)
718650006,DIALOG patient rated outcome measure,DIALOG patient rated outcome measure (assessment scale)
718646004,Amyotrophic Lateral Sclerosis Functional Rating Scale Revised,Amyotrophic Lateral Sclerosis Functional Rating Scale Revised (assessment scale)
718644001,STOPP - Screening Tool of Older Person's Prescriptions,Screening Tool of Older Person's Prescriptions (assessment scale)
718642002,Mothers' Object Relations Scale - Short Form - Invasiveness Subscale,Mothers' Object Relations Scale - Short Form - Invasiveness Subscale (assessment scale)
718641009,Mothers' Object Relations Scale - Short Form - Warmth Subscale,Mothers' Object Relations Scale - Short Form - Warmth Subscale (assessment scale)
718639008,Mothers' Object Relations Scale - Short Form,Mothers' Object Relations Scale - Short Form (assessment scale)
718619009,Clinical Institute Withdrawal Assessment for Benzodiazepines scale,Clinical Institute Withdrawal Assessment for Benzodiazepines scale (assessment scale)
718581005,Wong-Baker FACES pain assessment scale,Wong-Baker FACES pain assessment scale (assessment scale)
718580006,Dyadic Assessment of Naturalistic Caregiver child Experiences,Dyadic Assessment of Naturalistic Caregiver child Experiences (assessment scale)
718563007,RCADS-P (Revised Children's Anxiety and Depression Scale Parent Version) total anxiety subscale,Revised Children's Anxiety and Depression Scale Parent Version total anxiety subscale (assessment scale)
718561009,Screening Tool to Alert doctors to Right Treatment,Screening Tool to Alert doctors to Right Treatment (assessment scale)
718517001,PLS-4 - Preschool Language Scale Fourth Edition,Preschool Language Scale Fourth Edition (assessment scale)
718493003,Me and My School Questionnaire,Me and My School Questionnaire (assessment scale)
718463009,Young Child Outcome Rating Scale,Young Child Outcome Rating Scale (assessment scale)
718440004,Clinical Outcomes in Routine Evaluation Learning Disabilities,Clinical Outcomes in Routine Evaluation Learning Disabilities (assessment scale)
718438009,Session Rating Scale,Session Rating Scale (assessment scale)
718436008,Young Person's Clinical Outcomes in Routine Evaluation,Young Person's Clinical Outcomes in Routine Evaluation (assessment scale)
718435007,Child Group Session Rating Scale,Child Group Session Rating Scale (assessment scale)
718433000,Group Session Rating Scale,Group Session Rating Scale (assessment scale)
718428004,Me and My School Questionnaire behavioral difficulties subscale,Me and My School Questionnaire behavioral difficulties subscale (assessment scale)
718427009,Warwick Edinburgh Mental Well Being Scale,Warwick Edinburgh Mental Well Being Scale (assessment scale)
718405000,House-Brackmann facial nerve grading scale,House-Brackmann facial nerve grading scale (assessment scale)
718385002,12 item General Health Questionnaire,12 item General Health Questionnaire (assessment scale)
718363008,28 item General Health Questionnaire,28 item General Health Questionnaire (assessment scale)
718339000,MARS - Moss Attention Rating Scale,Moss Attention Rating Scale (assessment scale)
718207005,Bracken Basic Concept Scale Expressive,Bracken Basic Concept Scale Expressive (assessment scale)
718170004,30 item General Health Questionnaire,30 item General Health Questionnaire (assessment scale)
718162009,Strengths and Difficulties Questionnaire self-rated for 11-17 year olds,Strengths and Difficulties Questionnaire self-rated for 11-17 year olds (assessment scale)
718161002,Modified Strengths and Difficulties Questionnaire 8,Modified Strengths and Difficulties Questionnaire 8 (assessment scale)
718160001,Modified Strengths and Difficulties Questionnaire 8 Impact subscale,Modified Strengths and Difficulties Questionnaire 8 Impact subscale (assessment scale)
718156004,Strengths and Difficulties Questionnaire for parents or educators of 2-4 year olds,Strengths and Difficulties Questionnaire for parents or educators of 2-4 year olds (assessment scale)
718155000,Strengths and Difficulties Questionnaire for parents or teachers of 4-17 year olds,Strengths and Difficulties Questionnaire for parents or teachers of 4-17 year olds (assessment scale)
718151009,Revised Child Impact of Events Scale 8,Revised Child Impact of Events Scale 8 (assessment scale)
718150005,Vineland Adaptive Behavior Scales Second Edition,Vineland Adaptive Behavior Scales Second Edition (assessment scale)
718148002,Raven's Advanced Progressive Matrices,Raven's Advanced Progressive Matrices (assessment scale)
718129001,Northwestern Syntax Screening Test,Northwestern Syntax Screening Test (assessment scale)
718091009,Auditory Skills Assessment,Auditory Skills Assessment (assessment scale)
718088009,Rivermead Behavioural Memory Test Third Edition,Rivermead Behavioral Memory Test Third Edition (assessment scale)
718086008,Intelligibility in Context Scale,Intelligibility in Context Scale (assessment scale)
718081003,Consensus Auditory-Perceptual Evaluation of Voice,Consensus Auditory-Perceptual Evaluation of Voice (assessment scale)
718049007,Test for Reception of Grammar Version 2,Test for Reception of Grammar Version 2 (assessment scale)
718046000,Renfrew Action Picture Test Revised,Renfrew Action Picture Test Revised (assessment scale)
718044002,Listening Skills Checklist,Listening Skills Checklist (assessment scale)
718042003,Western Aphasia Battery Revised,Western Aphasia Battery Revised (assessment scale)
718037006,Snijders-Oomen Nonverbal Intelligence Scale Revised 6-40,Snijders-Oomen Nonverbal Intelligence Scale Revised 6-40 (assessment scale)
718035003,Stanford Binet intelligence scales fifth edition,Stanford Binet intelligence scales fifth edition (assessment scale)
718032000,Outcome Rating Scale,Outcome Rating Scale (assessment scale)
717686005,Boone Voice Program for Children,Boone Voice Program for Children (assessment scale)
717685009,Macmillan Readers Level Test,Macmillan Readers Level Test (assessment scale)
717684008,Yale Swallow Protocol,Yale Swallow Protocol (assessment scale)
717683002,Functional Communication Profile Revised,Functional Communication Profile Revised (assessment scale)
717682007,Merrill-Palmer-Revised Scales of Development,Merrill-Palmer-Revised Scales of Development (assessment scale)
717679002,Revised Kendrick Battery for detection of dementia in the elderly,Revised Kendrick Battery for detection of dementia in the elderly (assessment scale)
717676009,Apraxia Battery for Adults Second Edition,Apraxia Battery for Adults Second Edition (assessment scale)
717673001,Stuttering Prediction Instrument for Young Children,Stuttering Prediction Instrument for Young Children (assessment scale)
717354009,Snijders-Oomen Nonverbal Intelligence Scale Revised 2.5-7,Snijders-Oomen Nonverbal Intelligence Scale Revised 2.5-7 (assessment scale)
717353003,Boehm-3 Preschool,Boehm-3 Preschool (assessment scale)
717352008,Gesell Developmental Observation Revised,Gesell Developmental Observation Revised (assessment scale)
717351001,Pain Catastrophizing Scale,Pain Catastrophizing Scale (assessment scale)
717350000,Centor criteria,Centor criteria (assessment scale)
717321007,Buffalo III Voice Profile,Buffalo III Voice Profile (assessment scale)
717320008,Vocal Profile Analysis Scheme,Vocal Profile Analysis Scheme (assessment scale)
717130009,Breast Cancer Risk Assessment Tool,Breast Cancer Risk Assessment Tool (assessment scale)
717129004,Claus Model,Claus Model Lifetime Breast Cancer Risk Assessment (assessment scale)
717040009,GSRT - Gray Silent Reading Test,Gray Silent Reading Test (assessment scale)
717009002,Communication Activities of Daily Living Second Edition,Communication Activities of Daily Living Second Edition (assessment scale)
716873009,Assessment of Intelligibility of Dysarthric Speech,Assessment of Intelligibility of Dysarthric Speech (assessment scale)
716838007,Graded Word Spelling Test,Graded Word Spelling Test (assessment scale)
716758003,SCAN-A test for auditory processing disorders in adolescents and adults,SCAN-A test for auditory processing disorders in adolescents and adults (assessment scale)
716601009,20-item General Health Questionnaire,20-item General Health Questionnaire (assessment scale)
716597009,New Reynell Developmental Language Scales,New Reynell Developmental Language Scales (assessment scale)
716595001,Voice Impact Profile,Voice Impact Profile (assessment scale)
716567001,International Prognostic Index,International Prognostic Index (assessment scale)
716371002,Hoehn and Yahr Scale,Hoehn and Yahr Scale (assessment scale)
716368005,Holborn Reading Scale,Holborn Reading Scale (assessment scale)
716303003,Cormack and Lehane system,Cormack and Lehane system (assessment scale)
716202005,Apnea Hypopnea Index,Apnea Hypopnea Index (assessment scale)
715912002,Bay Area Functional Performance Evaluation,Bay Area Functional Performance Evaluation (assessment scale)
715816003,Adverse Childhood Experience questionnaire,Adverse Childhood Experience questionnaire (assessment scale)
714288009,Short Warwick-Edinburgh Mental Well-being Scale,Short Warwick-Edinburgh Mental Well-being Scale (assessment scale)
714287004,Pain Self-efficacy Questionnaire,Pain Self-efficacy Questionnaire (assessment scale)
714286008,Brief Parental Self-efficacy Scale,Brief Parental Self-efficacy Scale (assessment scale)
714284006,Everyday Cognition questionnaire,Everyday Cognition questionnaire (assessment scale)
714283000,Short Physical Performance Battery,Short Physical Performance Battery (assessment scale)
714281003,DemTect scale,DemTect scale (assessment scale)
713863004,Patient Activation Measure,Patient Activation Measure (assessment scale)
713678009,CHA2DS2-VASc score,"Congestive heart failure, hypertension, age 75 years or older, diabetes, previous stroke or transient ischemic attack, vascular disease, age 65-74 years, and sex category risk score (assessment scale)"
713663002,Carer Support Needs Assessment Tool,Carer Support Needs Assessment Tool (assessment scale)
713634000,Frailty Index,Frailty Index (assessment scale)
713630009,Groningen Frailty Indicator,Groningen Frailty Indicator (assessment scale)
713606007,Kessler Psychological Distress Scale K6,Kessler Psychological Distress Scale K6 (assessment scale)
713605006,Kessler Psychological Distress Scale K10,Kessler Psychological Distress Scale K10 (assessment scale)
713262003,Mini-Cog,Mini-Cog brief cognitive screening test (assessment scale)
713198003,Oxford Cognitive Screen,Oxford Cognitive Screen (assessment scale)
713062008,"Sure of myself, Understand information, Risk-benefit ratio, Encouragement test","Sure of myself, Understand information, Risk-benefit ratio, Encouragement test (assessment scale)"
713048001,Measure Yourself Medical Outcome Profile,Measure Yourself Medical Outcome Profile (assessment scale)
713010006,Emergency Severity Index,Emergency Severity Index (assessment scale)
713009001,Manchester Triage System,Manchester Triage System (assessment scale)
712825001,HOSPITAL readmission risk score,HOSPITAL readmission risk score (assessment scale)
712724008,Vanderbilt Assessment Scale,Vanderbilt Assessment Scale (assessment scale)
711452002,Assessment of comprehension of expression 6-11,Assessment of comprehension of expression 6-11 (assessment scale)
711434002,Common Terminology Criteria for Adverse Events,Common Terminology Criteria for Adverse Events (assessment scale)
711294002,Play Observation Kit,Play Observation Kit (assessment scale)
708895006,Deauville five point scale,Deauville five point scale (assessment scale)
708736003,Follicular Lymphoma International Prognostic Index,Follicular Lymphoma International Prognostic Index (assessment scale)
708735004,Epworth Sleepiness Scale,Epworth Sleepiness Scale (assessment scale)
707621005,Gross motor function classification system for cerebral palsy,Gross motor function classification system for cerebral palsy (assessment scale)
705032008,Occupational circumstances assessment interview and rating scale version 4.0,Occupational circumstances assessment interview and rating scale version 4.0 (assessment scale)
705031001,Lymphedema quality of life tool (leg),Lymphedema quality of life tool (leg) (assessment scale)
705030000,Lymphoedema quality of life tool (arm),Lymphedema quality of life tool (arm) (assessment scale)
705005003,Hypomania checklist 32 item revised,Hypomania checklist 32 item revised (assessment scale)
705004004,Leeds revised acne grading system,Leeds revised acne grading system (assessment scale)
705003005,Stroke impact scale version 3.0,Stroke impact scale version 3.0 (assessment scale)
704501007,Generalized Anxiety Disorder 7 item scale,Generalized Anxiety Disorder 7 item scale (assessment scale)
704500008,Framingham type B behaviour pattern measure,Framingham type B behavior pattern measure (assessment scale)
704232007,"Developmental, dimensional and diagnostic interview","Developmental, dimensional and diagnostic interview (assessment scale)"
704231000,Strong narrative assessment procedure,Strong narrative assessment procedure (assessment scale)
704230004,Wiig criterion referenced inventory of language,Wiig criterion referenced inventory of language (assessment scale)
704229009,Peter and the cat narrative assessment,Peter and the cat narrative assessment (assessment scale)
704154001,"Hypertension, abnormal renal/liver function, stroke, bleeding history or predisposition, labile international normalised ratio, elderly over 65, and drugs/alcohol concomitantly score","Hypertension, abnormal renal/liver function, stroke, bleeding history or predisposition, labile international normalized ratio, elderly over 65, and drugs/alcohol concomitantly score (assessment scale)"
703965000,Children's Communication Checklist Second Edition,Children's Communication Checklist Second Edition (assessment scale)
703964001,Phonological awareness profile,Phonological awareness profile (assessment scale)
703500002,Reaction Level Scale,Reaction Level Scale (assessment scale)
700493008,DoloTest,DoloTest (assessment scale)
699200007,Pittsburgh sleep quality index,Pittsburgh sleep quality index (assessment scale)
609368000,Frankl behavioral rating scale,Frankl behavioral rating scale (assessment scale)
473352004,Eating disorder examination questionnaire restraint subscale,Eating disorder examination questionnaire restraint subscale (assessment scale)
473351006,Eating disorder examination questionnaire weight concern subscale,Eating disorder examination questionnaire weight concern subscale (assessment scale)
473350007,Eating disorder examination questionnaire shape concern subscale,Eating disorder examination questionnaire shape concern subscale (assessment scale)
473349007,Eating disorder examination questionnaire eating concern subscale,Eating disorder examination questionnaire eating concern subscale (assessment scale)
473343008,Chronic respiratory disease questionnaire mastery subscale,Chronic respiratory disease questionnaire mastery subscale (assessment scale)
473341005,Chronic respiratory disease questionnaire fatigue subscale,Chronic respiratory disease questionnaire fatigue subscale (assessment scale)
473340006,Chronic respiratory disease questionnaire emotional function subscale,Chronic respiratory disease questionnaire emotional function subscale (assessment scale)
473339009,Chronic respiratory disease questionnaire dyspnoea subscale,Chronic respiratory disease questionnaire dyspnea subscale (assessment scale)
473326005,Ages and Stages Questionnaires Third Edition problem solving subscale,Ages and Stages Questionnaires Third Edition problem solving subscale (assessment scale)
473325009,Ages and Stages Questionnaires Third Edition personal-social subscale,Ages and Stages Questionnaires Third Edition personal-social subscale (assessment scale)
473324008,Ages and Stages Questionnaires Third Edition gross motor subscale,Ages and Stages Questionnaires Third Edition gross motor subscale (assessment scale)
473323002,Ages and Stages Questionnaires Third Edition fine motor subscale,Ages and Stages Questionnaires Third Edition fine motor subscale (assessment scale)
473322007,Ages and Stages Questionnaires Third Edition communication subscale,Ages and Stages Questionnaires Third Edition communication subscale (assessment scale)
473315004,Addenbrooke's cognitive examination revised fluency subscale,Addenbrooke's cognitive examination revised fluency subscale (assessment scale)
473314000,Addenbrooke's cognitive examination revised visuospatial subscale,Addenbrooke's cognitive examination revised visuospatial subscale (assessment scale)
473313006,Addenbrooke's cognitive examination revised memory subscale,Addenbrooke's cognitive examination revised memory subscale (assessment scale)
473312001,Addenbrooke's cognitive examination revised attention and orientation subscale,Addenbrooke's cognitive examination revised attention and orientation subscale (assessment scale)
473311008,Addenbrooke's cognitive examination revised language subscale,Addenbrooke's cognitive examination revised language subscale (assessment scale)
473298000,Psychotic symptom rating scales delusions subscale,Psychotic symptom rating scales delusions subscale (assessment scale)
473297005,Psychotic symptom rating scales auditory hallucination subscale,Psychotic symptom rating scales auditory hallucination subscale (assessment scale)
451021004,Edmonton Symptom Assessment System,Edmonton Symptom Assessment System (assessment scale)
451020003,"Family APGAR (adaptation, partnership, growth, affection, and resolve)","Family adaptation, partnership, growth, affection, and resolve (assessment scale)"
451018001,Western Ontario and McMaster Universities osteoarthritis index,Western Ontario and McMaster Universities osteoarthritis index (assessment scale)
451015003,University of Alabama at Birmingham pain behavior scale,University of Alabama at Birmingham pain behavior scale (assessment scale)
450987005,Sensory modality assessment and rehabilitation technique,Sensory modality assessment and rehabilitation technique (assessment scale)
450756001,Voice handicap index,Voice handicap index (assessment scale)
450753009,Mobility inventory for agoraphobia,Mobility inventory for agoraphobia (assessment scale)
450752004,Whooley depression screen,Whooley depression screen (assessment scale)
450750007,Conversation analysis profile for people with cognitive impairment,Conversation analysis profile for people with cognitive impairment (assessment scale)
450749007,Sexual health inventory for men,Sexual health inventory for men (assessment scale)
450744002,Action for dysphasic adults comprehension battery,Action for dysphasic adults comprehension battery (assessment scale)
450741005,National Institutes of Health stroke scale,National Institutes of Health stroke scale (assessment scale)
450740006,Children's global assessment scale,Children's global assessment scale (assessment scale)
450739009,Strengths and difficulties questionnaire,Strengths and difficulties questionnaire (assessment scale)
450736002,Thirty second chair stand test,Thirty second chair stand test (assessment scale)
450734004,Coronary artery calcium score,Coronary artery calcium score (assessment scale)
450731007,Rockall score,Rockall score (assessment scale)
450729003,World Health Organization surgical safety checklist first edition,World Health Organization surgical safety checklist first edition (assessment scale)
450726005,Impact of event scale revised,Impact of event scale revised (assessment scale)
450361001,Clinical opiate withdrawal scale,Clinical opiate withdrawal scale (assessment scale)
450357007,Benign prostatic hyperplasia impact index,Benign prostatic hyperplasia impact index (assessment scale)
450356003,Panic disorder severity scale,Panic disorder severity scale (assessment scale)
450355004,Obsessive compulsive inventory,Obsessive compulsive inventory (assessment scale)
449349006,Chronic respiratory disease questionnaire,Chronic respiratory disease questionnaire (assessment scale)
449205006,Nottingham histologic grading system,Nottingham histologic grading system (staging scale)
449159002,AVPU - alert voice pain unresponsive scale,Alert voice pain unresponsive scale (assessment scale)
448880001,Cleveland Clinic constipation score,Cleveland Clinic constipation score (assessment scale)
448702001,Minnesota sedation assessment tool,Minnesota sedation assessment tool (assessment scale)
448615001,Ages and Stages Questionnaires Third Edition,Ages and Stages Questionnaires Third Edition (assessment scale)
448586003,Society of Thoracic Surgeons risk calculator,Society of Thoracic Surgeons risk calculator (assessment scale)
448382002,European system for cardiac operative risk evaluation,European system for cardiac operative risk evaluation (assessment scale)
448236008,Revised cardiac risk index,Revised cardiac risk index (assessment scale)
448226000,Modified Aldrete score,Modified Aldrete score (assessment scale)
448051009,"Body mass, airflow obstruction, dyspnoea and exercise capacity index","Body mass, airflow obstruction, dyspnea and exercise capacity index (assessment scale)"
448002006,Royal College of Physicians 3 questions,Royal College of Physicians 3 questions (assessment scale)
447313004,Oxford shoulder score,Oxford shoulder score (assessment scale)
447312009,Oxford elbow score,Oxford elbow score (assessment scale)
447278000,Short health anxiety inventory,Short health anxiety inventory (assessment scale)
447271006,Checklist for autism in toddlers,Checklist for autism in toddlers (assessment scale)
447234009,Subgroups for targeted treatment back screening tool,Subgroups for targeted treatment back screening tool (assessment scale)
446825002,Eating disorder examination questionnaire,Eating disorder examination questionnaire (assessment scale)
446619003,Adult comorbidity evaluation-27,Adult comorbidity evaluation-27 (assessment scale)
446605003,Modified checklist for autism in toddlers,Modified checklist for autism in toddlers (assessment scale)
446330006,Penn State worry questionnaire,Penn State worry questionnaire (assessment scale)
446173005,Therapy outcome measure activity scale,Therapy outcome measure activity scale (assessment scale)
446171007,Therapy outcome measure wellbeing scale,Therapy outcome measure wellbeing scale (assessment scale)
446167009,Psychotic symptom rating scale,Psychotic symptom rating scale (assessment scale)
446161005,Therapy outcome measure carer wellbeing scale,Therapy outcome measure carer wellbeing scale (assessment scale)
446090002,Victorian Institute of Sport Assessment-Achilles questionnaire,Victorian Institute of Sport Assessment-Achilles questionnaire (assessment scale)
446088003,Modified Harris hip score,Modified Harris hip score (assessment scale)
446087008,Montgomery-Åsberg depression rating scale,Montgomery-Åsberg depression rating scale (assessment scale)
446083007,Erection hardness score,Erection hardness score (assessment scale)
445957009,Hip disability and osteoarthritis outcome score,Hip disability and osteoarthritis outcome score (assessment scale)
445956000,Manchester foot pain and disability index,Manchester foot pain and disability index (assessment scale)
445952003,International index of erectile function,International index of erectile function (assessment scale)
445883003,Therapy outcome measure impairment scale,Therapy outcome measure impairment scale (assessment scale)
445873002,European pressure ulcer advisory panel classification system,European pressure ulcer advisory panel classification system (assessment scale)
445871000,Therapy outcome measure participation scale,Therapy outcome measure participation scale (assessment scale)
445670002,Brighton paediatric early warning score scale,Brighton pediatric early warning score scale (assessment scale)
445661000,Modified early warning score scale,Modified early warning score scale (assessment scale)
445660004,Disabilities of the arm shoulder and hand outcome measurement sports performing arts module,Disabilities of the arm shoulder and hand outcome measurement sports performing arts module (assessment scale)
445619006,Adult early warning scoring system,Adult early warning scoring system (assessment scale)
445597002,Paediatric early warning score scale,Pediatric early warning score scale (assessment scale)
445532005,Visual infusion phlebitis scale,Visual infusion phlebitis scale (assessment scale)
445531003,Asthma control questionnaire,Asthma control questionnaire (assessment scale)
445484001,Marks and Mathews fear questionnaire,Marks and Mathews fear questionnaire (assessment scale)
445483007,Berlin questionnaire for sleep apnoea,Berlin questionnaire for sleep apnea (assessment scale)
445452008,Addiction Research Foundation Clinical Institute Withdrawal Assessment for Alcohol,Addiction Research Foundation Clinical Institute Withdrawal Assessment for Alcohol (assessment scale)
445414007,Canadian Study of Health and Aging clinical frailty scale,Canadian Study of Health and Aging clinical frailty scale (assessment scale)
445412006,Addenbrooke's cognitive examination revised,Addenbrooke's cognitive examination revised (assessment scale)
445315007,Geriatric depression scale 4 item form,Geriatric depression scale 4 item form (assessment scale)
445312005,Clinical chronic obstructive pulmonary disease questionnaire,Clinical chronic obstructive pulmonary disease questionnaire (assessment scale)
445195000,"Historical, clinical, risk management 20 assessing risk for violence scheme version 2","Historical, clinical, risk management 20 assessing risk for violence scheme version 2 (assessment scale)"
445193007,Early warning scoring system,Early warning scoring system (assessment scale)
445190005,Androgen deficiency in the aging male questionnaire,Androgen deficiency in the aging male questionnaire (assessment scale)
445183000,Guy's neurological disability scale,Guy's neurological disability scale (assessment scale)
445074007,Mini asthma quality of life questionnaire,Mini asthma quality of life questionnaire (assessment scale)
445071004,Carers of older people in Europe index,Carers of older people in Europe index (assessment scale)
445050009,Residual cancer burden index,Residual cancer burden index (assessment scale)
445049009,Social phobia inventory,Social phobia inventory (assessment scale)
445047006,Geriatric depression scale original long form,Geriatric depression scale original long form (assessment scale)
445041007,Geriatric depression scale short form,Geriatric depression scale short form (assessment scale)
445019007,"Confusion, urea, respiratory rate, blood pressure, 65 years of age or older score","Confusion, urea, respiratory rate, blood pressure, 65 years of age or older score (assessment scale)"
444985001,Five shot questionnaire on heavy drinking,Five shot questionnaire on heavy drinking (assessment scale)
444984002,Dynamic gait index,Dynamic gait index (assessment scale)
444876002,Harris hip score scale,Harris hip score scale (assessment scale)
444875003,Disabilities of the arm shoulder and hand questionnaire,Disabilities of the arm shoulder and hand questionnaire (assessment scale)
444781002,Timed up and go mobility test,Timed up and go mobility test (assessment scale)
444776006,Short falls efficacy scale - international,Short falls efficacy scale - international (assessment scale)
444621006,Falls risk assessment score for the elderly,Falls risk assessment score for the elderly (assessment scale)
444415004,Adolescent/adult sensory profile,Adolescent/adult sensory profile (assessment scale)
444256004,"American Joint Commission on Cancer, Cancer Staging Manual, 6th edition neoplasm staging system","American Joint Commission on Cancer, Cancer Staging Manual, 6th edition neoplasm staging system (tumor staging)"
444218000,Moberg pickup test,Moberg pickup test (assessment scale)
444063009,Broselow Luten colour coding system for paediatric weight estimation,Broselow Luten color coding system for pediatric weight estimation (assessment scale)
443830009,"American Joint Commission on Cancer, Cancer Staging Manual, 7th edition neoplasm staging system","American Joint Commission on Cancer, Cancer Staging Manual, 7th edition neoplasm staging system (tumor staging)"
443807003,EuroQoL five dimension questionnaire,EuroQoL five dimension questionnaire (assessment scale)
443728000,Disease activity score 28 joint in rheumatoid arthritis,Disease activity score 28 joint in rheumatoid arthritis (assessment scale)
443727005,Methods time measurement,Methods time measurement (assessment scale)
443709007,Adelaide coma scale,Adelaide coma scale (assessment scale)
443695004,European league against rheumatism response criteria scale,European league against rheumatism response criteria scale (assessment scale)
443636001,Cognitive assessment of Minnesota,Cognitive assessment of Minnesota (assessment scale)
443635002,Fitzpatrick classification of skin type,Fitzpatrick classification of skin type (assessment scale)
443608006,School function assessment,School function assessment (assessment scale)
443597000,Model of creative ability assessment scale,Model of creative ability assessment scale (assessment scale)
443571006,Draw a person test,Draw a person test (assessment scale)
443549001,Career interest test,Career interest test (assessment scale)
443539004,Disease activity score in rheumatoid arthritis using C-reactive protein,Disease activity score in rheumatoid arthritis using C-reactive protein (assessment scale)
443450003,Asthma control test,Asthma control test (assessment scale)
443446005,Eating disorder examination,Eating disorder examination (assessment scale)
443442007,Child occupational self assessment version 2.1,Child occupational self assessment version 2.1 (assessment scale)
443421005,Social training achievement record,Social training achievement record (assessment scale)
443397001,Evaluation tool of children's handwriting,Evaluation tool of children's handwriting (assessment scale)
443393002,Stirling eating disorders scale,Stirling eating disorders scale (assessment scale)
443372000,Functional analysis of care environments assessment tool,Functional analysis of care environments assessment tool (assessment scale)
443370008,Falls behavioural scale for older people,Falls behavioral scale for older people (assessment scale)
443364002,Modified Barthel index of activities of daily living,Modified Barthel index of activities of daily living (assessment scale)
