code,display,definition
734337004,Specimen from mass of nasopharynx,Specimen from mass of nasopharynx (specimen)
734336008,Specimen from aorta,Specimen from aorta (specimen)
734335007,Specimen from scar,Specimen from scar (specimen)
734334006,Specimen from sebaceous cyst,Specimen from sebaceous cyst (specimen)
734333000,Specimen from epidermoid cyst,Specimen from epidermoid cyst (specimen)
734307008,Specimen from jejunostomy stoma,Specimen from jejunostomy stoma (specimen)
733485008,Specimen from lesion of perianal region obtained by scraping,Specimen from lesion of perianal region obtained by scraping (specimen)
733484007,Specimen from lesion of penis obtained by scraping,Specimen from lesion of penis obtained by scraping (specimen)
733482006,Second void urine specimen,Second void urine specimen (specimen)
733476008,Cytologic material from neck obtained by fine needle aspiration,Cytologic material from neck obtained by fine needle aspiration (specimen)
733475007,Cytologic material from mass of neck obtained by fine needle aspiration,Cytologic material from mass of neck obtained by fine needle aspiration (specimen)
733105003,Cytologic material from lymph node of neck obtained by fine needle aspiration,Cytologic material from lymph node of neck obtained by fine needle aspiration (specimen)
733104004,Swab from buccal mucosa,Swab from buccal mucosa (specimen)
733103005,Tissue specimen from scar,Tissue specimen from scar (specimen)
733101007,Fluid specimen from perirenal region,Fluid specimen from perirenal region (specimen)
733056005,Fluid specimen from ear,Fluid specimen from ear (specimen)
732976006,Fluid specimen from external auditory canal,Fluid specimen from external auditory canal (specimen)
732975005,Fluid specimen from epididymis,Fluid specimen from epididymis (specimen)
732972008,Fluid specimen from cyst of ovary,Fluid specimen from cyst of ovary (specimen)
732964006,Gastrostomy tube submitted as specimen,Gastrostomy tube submitted as specimen (specimen)
732295009,Discharge specimen from penis,Discharge specimen from penis (specimen)
732293002,Salivary calculus specimen,Salivary calculus specimen (specimen)
732227008,24 hour stool specimen,Twenty four hour stool specimen (specimen)
732226004,48 hour stool specimen,Forty eight hour stool specimen (specimen)
732222002,72 hour urine specimen,Seventy two hour urine specimen (specimen)
732220005,48 hour urine specimen,Forty eight hour urine specimen (specimen)
732217002,8 hour urine specimen,Eight hour urine specimen (specimen)
732211001,12 hour urine specimen,Twelve hour urine specimen (specimen)
725957005,Formalin-fixed placenta tissue specimen,Formalin-fixed placenta tissue specimen (specimen)
725946000,Reticulocyte specimen,Reticulocyte specimen (specimen)
725372003,Tissue specimen from aorta,Tissue specimen from aorta (specimen)
718684005,Endocervical brush specimen,Endocervical brush specimen (specimen)
712562009,Twenty four hours specimen,Twenty four hours specimen (specimen)
712560001,Two hours specimen,Two hours specimen (specimen)
712559006,Seventy minutes specimen,Seventy minutes specimen (specimen)
710069003,Tick specimen,Tick specimen (specimen)
709024005,Paint chip specimen,Paint chip specimen (specimen)
708317005,Pooled specimen from vaginal introitus and rectal swab,Pooled specimen from vaginal introitus and rectal swab (specimen)
708285007,Tissue impression smear specimen,Tissue impression smear specimen (specimen)
708112008,Retrouterine pouch fluid aspirate,Retrouterine pouch fluid aspirate (specimen)
708111001,Untreated water specimen,Untreated water specimen (specimen)
708110000,Treated water specimen,Treated water specimen (specimen)
708049000,Plasma specimen with ethylenediamine tetraacetic acid,Plasma specimen with ethylenediamine tetraacetic acid (specimen)
708048008,Plasma specimen with citrate,Plasma specimen with citrate (specimen)
705054005,Muscle specimen,Muscle specimen (specimen)
704663000,Parasitic worm specimen,Parasitic worm specimen (specimen)
704243004,Animal head specimen,Animal head specimen (specimen)
703691002,Spun cerebrospinal fluid,Spun cerebrospinal fluid (specimen)
703475006,Tissue specimen from nodule,Tissue specimen from nodule (specimen)
703432000,Venous plasma specimen,Venous plasma specimen (specimen)
703431007,Venous cord blood specimen,Venous cord blood specimen (specimen)
703430008,Arterial cord blood specimen,Arterial cord blood specimen (specimen)
702701006,Specimen from cervix or vagina,Specimen from cervix or vagina (specimen)
699874006,Tissue specimen from pericardium,Tissue specimen from pericardium (specimen)
699868006,Suture material submitted as specimen,Suture material submitted as specimen (specimen)
699287008,Urine specimen obtained via suprapubic indwelling urinary catheter,Urine specimen obtained via suprapubic indwelling urinary catheter (specimen)
699286004,Urine specimen obtained from kidney via aspiration,Urine specimen obtained from kidney by aspiration (specimen)
699285000,Urine specimen obtained from bladder via cystoscopy,Urine specimen obtained from bladder by cystoscopy (specimen)
699284001,Early morning mid-stream urine specimen obtained by clean catch procedure,Early morning mid-stream urine specimen obtained by clean catch procedure (specimen)
699283007,Mid-stream urine specimen obtained by single catheterization of bladder,Mid-stream urine specimen obtained by single catheterization of bladder (specimen)
698276005,First stream urine specimen,First stream urine specimen (specimen)
697989009,Anterior nares swab,Anterior nares swab (specimen)
697988001,Soft stool specimen,Soft stool specimen (specimen)
608969007,Specimen from skin,Specimen from skin (specimen)
608870009,Specimen from female genital tract,Specimen from female genital tract (specimen)
608868000,Specimen from endocrine gland,Specimen from endocrine gland (specimen)
608860007,Specimen from perivesical tissue,Specimen from perivesical tissue (specimen)
608858005,Specimen from periureteral tissue,Specimen from periureteral tissue (specimen)
608856009,Specimen from perirenal tissue,Specimen from perirenal tissue (specimen)
608852006,Specimen from nervous system,Specimen from nervous system (specimen)
608842007,Specimen from upper gastrointestinal tract,Specimen from upper gastrointestinal tract (specimen)
608840004,Specimen from lower gastrointestinal tract,Specimen from lower gastrointestinal tract (specimen)
473433009,Protected specimen brush submitted as specimen,Protected specimen brush submitted as specimen (specimen)
473432004,Settle culture plate submitted as specimen,Settle culture plate submitted as specimen (specimen)
473417006,Cardiac pacemaker lead submitted as specimen,Cardiac pacemaker lead submitted as specimen (specimen)
473416002,Nephrostomy tube submitted as specimen,Nephrostomy tube submitted as specimen (specimen)
473415003,Intrauterine contraceptive device submitted as specimen,Intrauterine contraceptive device submitted as specimen (specimen)
473414004,Intracranial pressure catheter submitted as specimen,Intracranial pressure catheter submitted as specimen (specimen)
473413005,Central venous catheter from internal jugular vein submitted as specimen,Central venous catheter from internal jugular vein submitted as specimen (specimen)
473412000,Endotracheal tube submitted as specimen,Endotracheal tube submitted as specimen (specimen)
473411007,External ventricular drain tip submitted as specimen,External ventricular drain tip submitted as specimen (specimen)
473410008,Peripheral vascular catheter submitted as specimen,Peripheral vascular catheter submitted as specimen (specimen)
473409003,Central venous catheter submitted as specimen,Central venous catheter submitted as specimen (specimen)
473408006,Umbilical artery catheter submitted as specimen,Umbilical artery catheter submitted as specimen (specimen)
473407001,Peripherally inserted central catheter submitted as specimen,Peripherally inserted central catheter submitted as specimen (specimen)
473406005,Shunt submitted as specimen,Shunt submitted as specimen (specimen)
473405009,Cerebrospinal fluid specimen obtained from Rickham reservoir,Cerebrospinal fluid specimen obtained from Rickham reservoir (specimen)
473404008,Rickham reservoir submitted as specimen,Rickham reservoir submitted as specimen (specimen)
473403002,Percutaneous nephrostomy tube tip submitted as specimen,Percutaneous nephrostomy tube tip submitted as specimen (specimen)
473401000,Cotton wool ball submitted as specimen,Cotton wool ball submitted as specimen (specimen)
473400004,Swab from tooth,Swab from tooth (specimen)
473399006,Swab from Tenckhoff catheter exit site,Swab from Tenckhoff catheter exit site (specimen)
472944004,Peritoneal catheter submitted as specimen,Peritoneal catheter submitted as specimen (specimen)
472943005,Heyer-Pudenz valve submitted as specimen,Heyer-Pudenz valve submitted as specimen (specimen)
472942000,Ventriculoperitoneal shunt submitted as specimen,Ventriculoperitoneal shunt submitted as specimen (specimen)
472941007,Intracranial ventricular catheter tip submitted as specimen,Intracranial ventricular catheter tip submitted as specimen (specimen)
472940008,Intracranial ventricular catheter submitted as specimen,Intracranial ventricular catheter submitted as specimen (specimen)
472939006,Tracheostomy tube submitted as specimen,Tracheostomy tube submitted as specimen (specimen)
472938003,Tracheal tube submitted as specimen,Tracheal tube submitted as specimen (specimen)
472937008,Double J stent submitted as specimen,Double J stent submitted as specimen (specimen)
472936004,Tenckhoff catheter tip submitted as specimen,Tenckhoff catheter tip submitted as specimen (specimen)
472935000,Central venous catheter tip from subclavian vein submitted as specimen,Central venous catheter tip from subclavian vein submitted as specimen (specimen)
472934001,Stent submitted as specimen,Stent submitted as specimen (specimen)
472933007,Shunt tip submitted as specimen,Shunt tip submitted as specimen (specimen)
472932002,Vascular catheter submitted as specimen,Vascular catheter submitted as specimen (specimen)
472931009,Arterial line tip submitted as specimen,Arterial line tip submitted as specimen (specimen)
472930005,Bottle submitted as specimen,Bottle submitted as specimen (specimen)
472929000,Central venous catheter tip submitted as specimen,Central venous catheter tip submitted as specimen (specimen)
472928008,Umbilical artery catheter tip submitted as specimen,Umbilical artery catheter tip submitted as specimen (specimen)
472927003,Contact lens case submitted as specimen,Contact lens case submitted as specimen (specimen)
472926007,Chest tube tip submitted as specimen,Chest tube tip submitted as specimen (specimen)
472925006,Umbilical vein catheter tip submitted as specimen,Umbilical vein catheter tip submitted as specimen (specimen)
472924005,Pulmonary artery floatation catheter tip submitted as specimen,Pulmonary artery flotation catheter tip submitted as specimen (specimen)
472923004,Peripheral vascular catheter tip submitted as specimen,Peripheral vascular catheter tip submitted as specimen (specimen)
472922009,Intracranial catheter submitted as specimen,Intracranial catheter submitted as specimen (specimen)
472921002,Umbilical catheter tip submitted as specimen,Umbilical catheter tip submitted as specimen (specimen)
472920001,Umbilical catheter submitted as specimen,Umbilical catheter submitted as specimen (specimen)
472919007,Device submitted as specimen,Device submitted as specimen (specimen)
472904006,Swab from abdomen,Swab from abdomen (specimen)
472903000,Swab from central venous catheter,Swab from central venous catheter (specimen)
472902005,Swab from chest tube insertion site,Swab from chest tube insertion site (specimen)
472901003,Swab from nasal sinus,Swab from nasal sinus (specimen)
472900002,Swab from gingiva,Swab from gingiva (specimen)
472899007,Swab from vaginal introitus,Swab from vaginal introitus (specimen)
472898004,Swab from hand,Swab from hand (specimen)
472897009,Swab from hip region,Swab from hip region (specimen)
472896000,Swab from blister,Swab from blister (specimen)
472895001,Swab from buttock,Swab from buttock (specimen)
472894002,Swab from cornea,Swab from cornea (specimen)
472893008,Swab from abscess of brain,Swab from abscess of brain (specimen)
472892003,Swab from digit of hand,Swab from digit of hand (specimen)
472891005,Swab from lip,Swab from lip (specimen)
472890006,Swab from appendix,Swab from appendix (specimen)
472889002,Swab from pelvis,Swab from pelvis (specimen)
472888005,Swab from larynx,Swab from larynx (specimen)
472887000,Swab from labia,Swab from labia (specimen)
472886009,Swab from gastrostomy stoma,Swab from gastrostomy stoma (specimen)
472885008,Swab from pressure injury,Swab from pressure injury (specimen)
472884007,Swab from deep wound,Swab from deep wound (specimen)
472883001,Swab from surgical wound,Swab from surgical wound (specimen)
472882006,Swab from superficial wound,Swab from superficial wound (specimen)
472881004,Swab from pharynx,Swab from pharynx (specimen)
472880003,Swab from catheter,Swab from catheter (specimen)
472879001,Swab from placenta,Swab from placenta (specimen)
472878009,Swab from Bartholin gland,Swab from Bartholin gland (specimen)
472877004,Swab from oesophagus,Swab from esophagus (specimen)
472876008,Swab from Bartholin cyst,Swab from Bartholin cyst (specimen)
472875007,Swab from vesicle,Swab from vesicle (specimen)
472874006,Swab from uterus,Swab from uterus (specimen)
472873000,Swab from urethral meatus,Swab from urethral meatus (specimen)
472872005,Swab from ultrasonic nebuliser,Swab from ultrasonic nebulizer (specimen)
472871003,Swab from ulcer,Swab from ulcer (specimen)
472870002,Swab from tracheostomy wound,Swab from tracheostomy wound (specimen)
472869003,Swab from pericardial sac structure,Swab from pericardial sac structure (specimen)
472868006,Swab from peritoneal cavity structure,Swab from peritoneal cavity structure (specimen)
472867001,Swab from tonsil,Swab from tonsil (specimen)
472866005,Swab from tongue,Swab from tongue (specimen)
472865009,Swab from toe,Swab from toe (specimen)
472864008,Swab from lower limb,Swab from lower limb (specimen)
472863002,Swab from lower leg,Swab from lower leg (specimen)
472862007,Swab from lesion of skin,Swab from lesion of skin (specimen)
472861000,Swab from testicle,Swab from testicle (specimen)
450872001,Specimen from urinary bladder,Specimen from urinary bladder (specimen)
449446003,Specimen from gallbladder,Specimen from gallbladder (specimen)
448789008,Nucleic acid specimen,Nucleic acid specimen (specimen)
447955000,Specimen from rectum,Specimen from rectum (specimen)
447881000,Specimen from biliary system,Specimen from biliary system (specimen)
447589008,Urine specimen obtained by single catheterization of bladder,Urine specimen obtained by single catheterization of bladder (specimen)
447488002,Suprapubic urine specimen,Suprapubic urine specimen (specimen)
447407009,Specimen from necrotic tissue,Specimen from necrotic tissue (specimen)
447403008,Tissue specimen from donor corneal rim,Tissue specimen from donor corneal rim (specimen)
447392008,Specimen from vagina obtained by aspiration,Specimen from vagina obtained by aspiration (specimen)
447391001,Specimen from pharynx obtained by aspiration,Specimen from pharynx obtained by aspiration (specimen)
447375004,Body fluid specimen obtained via chest tube,Body fluid specimen obtained via chest tube (specimen)
447359002,Specimen from esophagus obtained by aspiration,Specimen from esophagus obtained by aspiration (specimen)
447358005,Specimen from endometrium obtained by aspiration,Specimen from endometrium obtained by aspiration (specimen)
447357000,Specimen from breast obtained by aspiration,Specimen from breast obtained by aspiration (specimen)
447355008,Dialysis fluid specimen obtained after continuous ambulatory peritoneal dialysis,Dialysis fluid specimen obtained after continuous ambulatory peritoneal dialysis (specimen)
447345009,Bronchial fluid specimen obtained from bronchial trap,Bronchial fluid specimen obtained from bronchial trap (specimen)
447341000,Bile specimen obtained via biliary T-tube,Bile specimen obtained via biliary T-tube (specimen)
447339001,Nasal smear specimen,Nasal smear specimen (specimen)
447337004,Specimen from conjunctiva obtained by scraping,Specimen from conjunctiva obtained by scraping (specimen)
447158004,Bile specimen obtained by percutaneous transhepatic insertion of biliary drain,Bile specimen obtained by percutaneous transhepatic insertion of biliary drain (specimen)
447155001,Tissue specimen from uterus obtained by curettage,Tissue specimen from uterus obtained by curettage (specimen)
447154002,Specimen from nose,Specimen from nose (specimen)
447148003,Body substance specimen from ear,Body substance specimen from ear (specimen)
447104008,Urine specimen from urinary conduit,Urine specimen from urinary conduit (specimen)
447103002,Foreign body submitted as specimen,Foreign body submitted as specimen (specimen)
447098004,Specimen from nail obtained by scraping,Specimen from nail obtained by scraping (specimen)
446972001,Specimen from abscess obtained by aspiration,Specimen from abscess obtained by aspiration (specimen)
446952006,Specimen from skin obtained by scraping,Specimen from skin obtained by scraping (specimen)
446951004,Specimen from granulation tissue,Specimen from granulation tissue (specimen)
446908003,Fluid specimen from mucocele of lacrimal sac,Fluid specimen from mucocele of lacrimal sac (specimen)
446907008,Urine specimen obtained from kidney,Urine specimen obtained from kidney (specimen)
446906004,Jejunal fluid specimen from jejunostomy,Jejunal fluid specimen from jejunostomy (specimen)
446861007,Cerebrospinal fluid specimen obtained via ventriculoperitoneal shunt,Cerebrospinal fluid specimen obtained via ventriculoperitoneal shunt (specimen)
446846006,Urine specimen obtained via indwelling urinary catheter,Urine specimen obtained via indwelling urinary catheter (specimen)
446842008,Tissue specimen from cervical lymph node,Tissue specimen from cervical lymph node (specimen)
446838005,Specimen obtained by bronchial trap,Specimen obtained by bronchial trap (specimen)
446837000,Tissue specimen from amniotic membrane,Tissue specimen from amniotic membrane (specimen)
446817004,Bile specimen from gallbladder,Bile specimen from gallbladder (specimen)
446774006,Specimen from abscess of brain,Specimen from abscess of brain (specimen)
446700001,Prostatic fluid specimen obtained for Stamey test,Prostatic fluid specimen obtained for Stamey test (specimen)
446676001,Expressed breast milk specimen,Expressed breast milk specimen (specimen)
446675002,Specimen from knee joint obtained by aspiration,Specimen from knee joint obtained by aspiration (specimen)
446674003,Specimen from abscess of liver,Specimen from abscess of liver (specimen)
446577002,Swab obtained during autopsy,Swab obtained during autopsy (specimen)
446562005,Body fluid specimen obtained via sump drain,Body fluid specimen obtained via sump drain (specimen)
446561003,Body fluid specimen obtained via cholecytosomy tube,Body fluid specimen obtained via cholecytosomy tube (specimen)
446364005,Specimen from donor corneal storage medium,Specimen from donor corneal storage medium (specimen)
446306009,Urine specimen obtained from urinary collection bag,Urine specimen obtained from urinary collection bag (specimen)
446305008,Specimen obtained by aspiration via tracheostomy,Specimen obtained by aspiration via tracheostomy (specimen)
446304007,Tissue specimen from harvested bone,Tissue specimen from harvested bone (specimen)
446302006,Air specimen,Air specimen (specimen)
446300003,Urine specimen from urethra,Urine specimen from urethra (specimen)
446299006,Specimen obtained by transbronchial aspiration,Specimen obtained by transbronchial aspiration (specimen)
446277003,Urine specimen obtained from nephrostomy tube after percutaneous insertion,Urine specimen obtained from nephrostomy tube after percutaneous insertion (specimen)
446272009,Blood specimen submitted in heparinised collection tube,Blood specimen submitted in heparinized collection tube (specimen)
446235003,Specimen from conjunctiva obtained by lavage,Specimen from conjunctiva obtained by lavage (specimen)
446212001,Biological spore test strip submitted as specimen,Biological spore test strip submitted as specimen (specimen)
446211008,Drainage fluid specimen obtained after surgical placement of drain,Drainage fluid specimen obtained after surgical placement of drain (specimen)
446137003,Pharmaceutical product submitted as specimen,Pharmaceutical product submitted as specimen (specimen)
446131002,Blood specimen obtained for blood culture,Blood specimen obtained for blood culture (specimen)
446130001,Urine specimen from bladder,Urine specimen from bladder (specimen)
446129006,Bile specimen from common bile duct,Bile specimen from common bile duct (specimen)
446128003,Fluid specimen from Bartholin gland cyst,Fluid specimen from Bartholin gland cyst (specimen)
445745007,Fluid specimen from subphrenic space,Fluid specimen from subphrenic space (specimen)
445744006,Fluid specimen from seroma,Fluid specimen from seroma (specimen)
445743000,Postejaculation urine specimen,Postejaculation urine specimen (specimen)
445742005,Postcoital urine specimen,Postcoital urine specimen (specimen)
445529007,Haemodialysate specimen from haemodialysis machine using water distribution system,Hemodialysate specimen from hemodialysis machine using water distribution system (specimen)
445516007,Dialysis fluid specimen obtained after dialysis,Dialysis fluid specimen obtained after dialysis (specimen)
445447003,Specimen from trachea obtained by aspiration,Specimen from trachea obtained by aspiration (specimen)
445444005,Swab of groin,Swab of inguinal region (specimen)
445421007,Fungal isolate specimen,Fungal isolate specimen (specimen)
445405002,Specimen obtained by surgical procedure,Specimen obtained by surgical procedure (specimen)
445384000,Haemodialysate specimen from haemodialysis machine using reverse osmosis system,Hemodialysate specimen from hemodialysis machine using reverse osmosis system (specimen)
445383006,Urine specimen obtained for Stamey test,Urine specimen obtained for Stamey test (specimen)
445372002,Cerebrospinal fluid specimen from ventricle of brain,Cerebrospinal fluid specimen from ventricle of brain (specimen)
445369009,Swab of endometrium,Swab of endometrium (specimen)
445367006,Swab of umbilicus,Swab of umbilicus (specimen)
445364004,Swab of axilla,Swab of axilla (specimen)
445297001,Swab of internal nose,Swab of internal nose (specimen)
445295009,Blood specimen with EDTA,Blood specimen with edetic acid (specimen)
445160003,Swab of eye,Swab of eye (specimen)
445069004,Peritoneal dialysis fluid specimen obtained after dialysis,Peritoneal dialysis fluid specimen obtained after dialysis (specimen)
444965000,Fluid specimen from epidural space,Fluid specimen from epidural space (specimen)
444959000,Peritoneal dialysis fluid specimen obtained before dialysis,Peritoneal dialysis fluid specimen obtained before dialysis (specimen)
444946008,Dialysis fluid specimen obtained before dialysis,Dialysis fluid specimen obtained before dialysis (specimen)
444937002,Urine specimen from ureter,Urine specimen from ureter (specimen)
444936006,Fluid specimen from subdural space,Fluid specimen from subdural space (specimen)
444865001,Expressed breast milk specimen before breast cleansing,Expressed breast milk specimen before breast cleansing (specimen)
444832009,Expressed breast milk specimen after breast cleansing,Expressed breast milk specimen after breast cleansing (specimen)
444831002,Machine haemodialysate specimen obtained after mixing,Machine hemodialysate specimen obtained after mixing (specimen)
444824001,Wall of abscess,Wall of abscess (specimen)
444787003,Swab of endocervix,Swab of endocervix (specimen)
444656005,Drainage tube submitted as specimen,Drainage tube submitted as specimen (specimen)
444623009,Machine haemodialysate specimen obtained before mixing,Machine hemodialysate specimen obtained before mixing (specimen)
443654002,Specimen from abdominal cavity,Specimen from abdominal cavity (specimen)
443498007,Specimen from cerebellum,Specimen from cerebellum (specimen)
443458005,Specimen from male breast,Specimen from male breast (specimen)
443418008,Specimen from thoracic cavity,Specimen from thoracic cavity (specimen)
443241002,Specimen from pineal gland,Specimen from pineal gland (specimen)
442649003,Specimen from adipose tissue obtained by fine needle aspiration biopsy,Specimen from adipose tissue obtained by fine needle aspiration biopsy (specimen)
442524009,a.m. specimen,a.m. specimen (specimen)
442427000,p.m. serum specimen,p.m. serum specimen (specimen)
442219007,p.m. specimen,p.m. specimen (specimen)
442173007,Urine specimen from nephrostomy tube,Urine specimen from nephrostomy tube (specimen)
442166002,a.m. serum specimen,a.m. serum specimen (specimen)
442043001,2 hour urine specimen,2 hour urine specimen (specimen)
441906003,Specimen from pelvic structure obtained by fine needle aspiration biopsy,Specimen from pelvic structure obtained by fine needle aspiration biopsy (specimen)
441903006,Specimen obtained by bronchial aspiration,Specimen obtained by bronchial aspiration (specimen)
441884004,Specimen from prostate obtained by fine needle aspiration biopsy,Specimen from prostate obtained by fine needle aspiration biopsy (specimen)
441876003,Specimen from sublingual gland obtained by fine needle aspiration biopsy,Specimen from sublingual gland obtained by fine needle aspiration biopsy (specimen)
441810001,Specimen from soft tissue obtained by fine needle aspiration biopsy,Specimen from soft tissue obtained by fine needle aspiration biopsy (specimen)
441792002,Specimen from adrenal gland obtained by fine needle aspiration biopsy,Specimen from adrenal gland obtained by fine needle aspiration biopsy (specimen)
441750007,Specimen from abdominal cavity structure obtained by fine needle aspiration biopsy,Specimen from abdominal cavity structure obtained by fine needle aspiration biopsy (specimen)
441749007,Specimen from submandibular gland obtained by fine needle aspiration biopsy,Specimen from submandibular gland obtained by fine needle aspiration biopsy (specimen)
441710009,Specimen from testis obtained by fine needle aspiration biopsy,Specimen from testis obtained by fine needle aspiration biopsy (specimen)
441709004,Specimen from sentinel lymph node,Specimen from sentinel lymph node (specimen)
441695007,Specimen from parotid gland obtained by fine needle aspiration biopsy,Specimen from parotid gland obtained by fine needle aspiration biopsy (specimen)
441694006,Specimen from axillary lymph node obtained by fine needle aspiration biopsy,Specimen from axillary lymph node obtained by fine needle aspiration biopsy (specimen)
441673008,Ribonucleic acid specimen,Ribonucleic acid specimen (specimen)
441652008,Formalin-fixed paraffin-embedded tissue specimen,Formalin-fixed paraffin-embedded tissue specimen (specimen)
441620008,Oral fluid specimen,Oral fluid specimen (specimen)
441518000,Lymphoblastoid cell line specimen,Lymphoblastoid cell line specimen (specimen)
441510007,Blood specimen with anticoagulant,Blood specimen with anticoagulant (specimen)
441479001,Fresh tissue specimen,Fresh tissue specimen (specimen)
440675009,Specimen from upper urinary tract obtained by lavage,Specimen from upper urinary tract obtained by lavage (specimen)
440674008,Specimen obtained by lavage,Specimen obtained by lavage (specimen)
440515008,Specimen of targeted lesion obtained by biopsy,Specimen of targeted lesion obtained by biopsy (specimen)
440502004,Soft tissue specimen obtained by excision,Soft tissue specimen obtained by excision (specimen)
440500007,Dried blood spot specimen,Dried blood spot specimen (specimen)
440493002,Graft specimen from patient,Graft specimen from patient (specimen)
440473005,Contact lens submitted as specimen,Contact lens submitted as specimen (specimen)
440472000,Specimen from transplanted lung obtained by excision,Specimen from transplanted lung obtained by excision (specimen)
440469007,Tissue specimen from ectopic pregnancy,Tissue specimen from ectopic pregnancy (specimen)
440468004,Tampon submitted as specimen,Tampon submitted as specimen (specimen)
440229008,Specimen from environment,Specimen from environment (specimen)
440138003,Specimen containing crystals from synovial joint,Specimen containing crystals from synovial joint (specimen)
440137008,Specimen obtained by peritoneal lavage,Specimen obtained by peritoneal lavage (specimen)
440136004,Specimen from cranium,Specimen from cranium (specimen)
440135000,Specimen from ureter obtained by brush biopsy,Specimen from ureter obtained by brush biopsy (specimen)
439961009,Implant submitted as specimen,Implant submitted as specimen (specimen)
439895009,Tissue specimen from nose obtained by excision,Tissue specimen from nose obtained by excision (specimen)
439628000,Urinary collection bag submitted as specimen,Urinary collection bag submitted as specimen (specimen)
439580004,Urine collection pad submitted as specimen,Urine collection pad submitted as specimen (specimen)
439479000,Tissue specimen obtained by excision,Tissue specimen obtained by excision (specimen)
439034006,Tissue specimen from liver obtained by excision,Tissue specimen from liver obtained by excision (specimen)
438960000,Specimen from intervertebral disc,Specimen from intervertebral disc (specimen)
438805006,Whole tooth specimen,Whole tooth specimen (specimen)
438804005,Tissue specimen from transplanted kidney,Tissue specimen from transplanted kidney (specimen)
438803004,Tissue specimen from retroperitoneum,Tissue specimen from retroperitoneum (specimen)
438661003,Specimen from transplanted kidney obtained by biopsy,Specimen from transplanted kidney obtained by biopsy (specimen)
438660002,Specimen from prosthetic device,Specimen from prosthetic device (specimen)
438659007,Specimen from liver obtained by wedge biopsy,Specimen from liver obtained by wedge biopsy (specimen)
438595008,Fluid specimen from sebaceous cyst,Fluid specimen from sebaceous cyst (specimen)
438545007,Fluid specimen from spermatocele,Fluid specimen from spermatocele (specimen)
438543000,Specimen from transplanted liver obtained by biopsy,Specimen from transplanted liver obtained by biopsy (specimen)
438542005,Specimen from vagus nerve,Specimen from vagus nerve (specimen)
438454007,Specimen from transplanted lung obtained by biopsy,Specimen from transplanted lung obtained by biopsy (specimen)
438352005,Specimen from trachea obtained by excision,Specimen from trachea obtained by excision (specimen)
438351003,Tissue specimen obtained by esophagogastrectomy,Tissue specimen obtained by esophagogastrectomy (specimen)
438343001,Swab of pilonidal sinus,Swab of pilonidal sinus (specimen)
438336007,Hemorrhoid tissue specimen,Hemorrhoid tissue specimen (specimen)
434406008,Specimen from salivary gland obtained by fine needle aspiration biopsy,Specimen from salivary gland obtained by fine needle aspiration biopsy (specimen)
434250007,Specimen from pericardium obtained by biopsy,Specimen from pericardium obtained by biopsy (specimen)
434249007,Specimen from ear obtained by fine needle aspiration biopsy,Specimen from ear obtained by fine needle aspiration biopsy (specimen)
434244002,Specimen from retroperitoneum obtained by biopsy,Specimen from retroperitoneum obtained by biopsy (specimen)
434140003,Specimen from mesentery obtained by fine needle aspiration biopsy,Specimen from mesentery obtained by fine needle aspiration biopsy (specimen)
434014007,Specimen from mediastinum obtained by biopsy,Specimen from mediastinum obtained by biopsy (specimen)
433873002,Specimen from spermatic cord obtained by biopsy,Specimen from spermatic cord obtained by biopsy (specimen)
433861002,Specimen from nasal sinus obtained by fine needle aspiration biopsy,Specimen from nasal sinus obtained by fine needle aspiration biopsy (specimen)
433860001,Specimen from nasal sinus obtained by biopsy,Specimen from nasal sinus obtained by biopsy (specimen)
433859006,Specimen from nasal fossae obtained by fine needle aspiration biopsy,Specimen from nasal fossae obtained by fine needle aspiration biopsy (specimen)
433854001,Specimen from seminal vesicle obtained by biopsy,Specimen from seminal vesicle obtained by biopsy (specimen)
433799002,Nerve ganglion specimen,Nerve ganglion specimen (specimen)
433760005,Specimen from spleen obtained by biopsy,Specimen from spleen obtained by biopsy (specimen)
433326001,Specimen from mediastinum,Specimen from mediastinum (specimen)
433324003,Specimen from eye region,Specimen from eye region (specimen)
433323009,Specimen from retroperitoneum,Specimen from retroperitoneum (specimen)
433322004,Specimen from mesentery,Specimen from mesentery (specimen)
433309007,Specimen from omentum,Specimen from omentum (specimen)
433308004,Specimen from spleen,Specimen from spleen (specimen)
433120004,Specimen from urethra obtained by fine needle aspiration biopsy,Specimen from urethra obtained by fine needle aspiration biopsy (specimen)
433119005,Specimen from salivary gland obtained by biopsy,Specimen from salivary gland obtained by biopsy (specimen)
433118002,Specimen from retroperitoneum obtained by fine needle aspiration biopsy,Specimen from retroperitoneum obtained by fine needle aspiration biopsy (specimen)
433117007,Specimen from lower limb obtained by biopsy,Specimen from lower limb obtained by biopsy (specimen)
433116003,Specimen from liver obtained by fine needle aspiration biopsy,Specimen from liver obtained by fine needle aspiration biopsy (specimen)
433115004,Specimen from lip obtained by fine needle aspiration biopsy,Specimen from lip obtained by fine needle aspiration biopsy (specimen)
432986001,Specimen from tooth obtained by biopsy,Specimen from tooth obtained by biopsy (specimen)
432985002,Specimen from tongue obtained by fine needle aspiration biopsy,Specimen from tongue obtained by fine needle aspiration biopsy (specimen)
432984003,Specimen from thyroid obtained by biopsy,Specimen from thyroid obtained by biopsy (specimen)
